Numéro,Nom,Catégorie,Sous-catégorie,Origine,Volume,Prix,Inventaire,Inventaire (quantité),Inventaire (valeur)
340950,Moulin de Gassac Merlot,Wine,Red Wine,"France, South of France",750,9.94,45,33750,"44 730,00 $"
394460,Glenfiddich 26-Year-Old Single Malt,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",750,551.95,45,33750,"2 483 775,00 $"
372359,Sunnybrook Estate Pear Blossom Wine 2012,Wine,Specialty Wines,"Canada, Ontario",750,18.95,45,33750,"85 275,00 $"
380592,Domaine Des Andrines Côtes Du Rhône 2012,Wine,Red Wine,"France, Rhône",750,17.95,45,33750,"80 775,00 $"
356253,Kaaad Strong Danish Spring Ale,Beer,Ale,"Denmark, Region Not Specified",500,5.75,67,33500,"38 525,00 $"
258806,Rosewood Süssreserve Riesling,Wine,White Wine,"Canada, Ontario",750,14.95,44,33000,"65 780,00 $"
675405,Drylands Sauvignon Blanc 2013,Wine,White Wine,"New Zealand, Marlborough",750,21.95,44,33000,"96 580,00 $"
259945,Château Gloria 2010,Wine,Red Wine,"France, Bordeaux",750,74.84,44,33000,"329 296,00 $"
402305,Mantele Sauvignon Blanc 2012,Wine,White Wine,"Italy, Südtirol/Alto Adige",750,37.0,44,33000,"162 800,00 $"
378208,Decelle-Villa Savigny-Lès-Beaune Blanc 2012,Wine,White Wine,"France, Burgundy",750,40.95,44,33000,"180 180,00 $"
564658,Château L'Évangile 2006,Wine,Red Wine,"France, Bordeaux",750,169.75,44,33000,"746 900,00 $"
392522,Finca Los Alijares Graciano 2009,Wine,Red Wine,"Spain, La Mancha",750,17.95,44,33000,"78 980,00 $"
362228,Warre's Vintage Port 2011,Wine,Fortified Wines,"Portugal, Douro",750,80.0,44,33000,"352 000,00 $"
366500,Southbrook Poetica Chardonnay 2011,Wine,White Wine,"Canada, Ontario",750,37.75,44,33000,"166 100,00 $"
376095,Domaine Dublère Savigny-Lès-Beaune Aux Vergelesses 1Er Cru 2011,Wine,White Wine,"France, Burgundy",750,58.95,44,33000,"259 380,00 $"
344077,Maria Alvarez Serrano Abadía de Gomariz 2010,Wine,Red Wine,"Spain, Region Not Specified",750,14.75,44,33000,"64 900,00 $"
579425,Kahlua Coffee Liqueur,Spirits,Liqueur/Liquor,"Mexico, Region Not Specified",50,1.95,657,32850,"128 115,00 $"
359687,Budweiser Crown,Beer,Lager,"Canada, Ontario",4092,22.5,8,32736,"18 000,00 $"
162990,Josef Chromy Pepik Pinot Noir 2012,Wine,Red Wine,"Australia, Tasmania",750,22.95,43,32250,"98 685,00 $"
373316,Vieni Estates Riesling Sparkling Wine 2012,Wine,Sparkling Wine,"Canada, Ontario",750,19.95,43,32250,"85 785,00 $"
403105,Jean Biecher & Fils Reserve Riesling 2012,Wine,White Wine,"France, Alsace",750,14.95,43,32250,"64 285,00 $"
383844,Treveri Extra Brut Blanc de Blancs Sparkling Wine,Wine,Sparkling Wine,"USA, Washington",750,16.25,43,32250,"69 875,00 $"
396283,Michael David Chardonnay 2013,Wine,White Wine,"USA, California",750,22.95,43,32250,"98 685,00 $"
366930,Castro Ventosa El Castro de Valtuille 2010,Wine,Red Wine,"Spain, Bierzo",750,27.95,43,32250,"120 185,00 $"
377754,Vieil Armand Médaille Riesling 2010,Wine,White Wine,"France, Alsace",750,15.95,43,32250,"68 585,00 $"
397166,Baron de Ley Varietales Graciano 2010,Wine,Red Wine,"Spain, Rioja",750,21.95,43,32250,"94 385,00 $"
260406,Ravine Sand & Gravel Redcoat Red VQA,Wine,Red Wine,"Canada, Ontario",750,13.95,43,32250,"59 985,00 $"
357640,Ziraldo Riesling 2012,Wine,White Wine,"Canada, Ontario",750,14.75,43,32250,"63 425,00 $"
230565,Cono Sur Chardonnay Organic,Wine,White Wine,"Chile, Region Not Specified",750,12.95,43,32250,"55 685,00 $"
181859,E. Guigal Ex-Voto Ermitage Blanc 2007,Wine,White Wine,"France, Rhône",750,156.0,43,32250,"670 800,00 $"
393686,Nugan Estate Alcira Vineyard Cabernet Sauvignon 2010,Wine,Red Wine,"Australia, South Australia",750,24.95,43,32250,"107 285,00 $"
355859,Southbrook Vineyards Poetica Red 2010,Wine,Red Wine,"Canada, Ontario",750,55.0,43,32250,"236 500,00 $"
997742,Rust en Vrede Estate 2011,Wine,Red Wine,"South Africa, Stellenbosch",750,45.0,43,32250,"193 500,00 $"
387472,Château La Tour L'Aspic 2009,Wine,Red Wine,"France, Bordeaux",750,44.95,43,32250,"193 285,00 $"
411728,Benriach 25 Year Old Single Malt Scotch,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",700,348.9,46,32200,"1 604 940,00 $"
376434,Amager Bryghus Extra Strong Imperial Stout,Beer,Ale,"Denmark, Region Not Specified",500,5.95,64,32000,"38 080,00 $"
302745,Peroni Nastro Azzurro,Beer,Lager,"Italy, Region Not Specified",3960,25.95,8,31680,"20 760,00 $"
373191,Sawmill Creek Merlot,Wine,Red Wine,"Canada, Region Not Specified",1500,12.9,21,31500,"27 090,00 $"
601344,Chivas Regal 12 Year Old With Glasses Gift Pack,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",750,57.95,42,31500,"243 390,00 $"
309690,Elephant Hill Reserve Syrah 2009,Wine,Red Wine,"New Zealand, Hawkes Bay",750,45.0,42,31500,"189 000,00 $"
60574,Wooing Tree Pinot Noir 2010,Wine,Red Wine,"New Zealand, Central Otago",750,53.0,42,31500,"222 600,00 $"
403899,Cenyth 2009,Wine,Red Wine,"USA, California",750,69.0,42,31500,"289 800,00 $"
299149,Château Dassault 2011,Wine,Red Wine,"France, Bordeaux",750,49.85,42,31500,"209 370,00 $"
904532,Freemark Abbey Cabernet Sauvignon,Wine,Red Wine,"USA, California",750,42.95,42,31500,"180 390,00 $"
348128,Chilensis Lazuli 2011,Wine,Red Wine,"Chile, Maule Valley",750,14.75,42,31500,"61 950,00 $"
358598,Sloane's Premium Dry Gin,Spirits,Gin,"Netherlands, Region Not Specified",750,29.95,42,31500,"125 790,00 $"
300137,Château Smith Haut Lafitte Blanc 2011,Wine,White Wine,"France, Bordeaux",750,129.85,42,31500,"545 370,00 $"
232751,Norman Hardie Cuvée L Unfiltered Chardonnay,Wine,White Wine,"Canada, Ontario",750,69.0,42,31500,"289 800,00 $"
292722,Domaine de Vieux Télégraphe Télégramme Châteauneuf-Du-Pape 2012,Wine,Red Wine,"France, Rhône",750,49.95,42,31500,"209 790,00 $"
383679,Jean-Marc Pillot Chassagne-Montrachet Les Baudines 1Er Cru 2011,Wine,White Wine,"France, Burgundy",750,112.0,42,31500,"470 400,00 $"
346841,Jackson-Triggs Vidal,Wine,White Wine,"Canada, Ontario",750,7.2,42,31500,"30 240,00 $"
208363,Amaro Averna,Spirits,Liqueur/Liquor,"Italy, Region Not Specified",750,24.25,42,31500,"101 850,00 $"
133611,Château Palmer 2008,Wine,Red Wine,"France, Bordeaux",750,229.0,42,31500,"961 800,00 $"
385518,Railway City Brewing Co - Holiday Gift Pack,Beer,Gift and Sampler Packs,"Canada, Ontario",1419,13.65,22,31218,"30 030,00 $"
190801,Beronia Viura,Wine,White Wine,"Spain, Rioja",750,14.95,41,30750,"61 295,00 $"
105577,Quinta de Ventozelo Vintage Port 2004,Wine,Fortified Wines,"Portugal, Douro",750,37.75,41,30750,"154 775,00 $"
371625,Livia Feteasca Regala 2012,Wine,White Wine,"Romania, Moldova",750,11.75,41,30750,"48 175,00 $"
400689,Dalva 20-Year-Old Tawny Port,Wine,Fortified Wines,"Portugal, Douro",750,46.95,41,30750,"192 495,00 $"
407957,Avennia Sestina 2012,Wine,Red Wine,"USA, Washington",750,80.0,41,30750,"328 000,00 $"
273334,Bachelder Oregon Chardonnay 2011,Wine,White Wine,"USA, Oregon",750,29.95,41,30750,"122 795,00 $"
200501,Konzelmann Riesling VQA,Wine,White Wine,"Canada, Ontario",750,9.6,41,30750,"39 360,00 $"
281758,Frei Brothers Reserve Zinfandel 2012,Wine,Red Wine,"USA, California",750,24.95,41,30750,"102 295,00 $"
262022,Foxglove Chardonnay 2012,Wine,White Wine,"USA, California",750,19.95,41,30750,"81 795,00 $"
279810,Paso Creek Zinfandel 2012,Wine,Red Wine,"USA, California",750,19.95,41,30750,"81 795,00 $"
83378,Cono Sur Ocio Pinot Noir 2012,Wine,Red Wine,"Chile, Casablanca Valley",750,70.0,41,30750,"287 000,00 $"
402370,Westmalle Dubbel,Beer,Ale,"Belgium, Region Not Specified",330,3.5,93,30690,"32 550,00 $"
406199,Forked River Weendigo Russian Imperial Stout,Beer,Ale,"Canada, Ontario",500,8.94,61,30500,"54 534,00 $"
400572,French Press Vanilla Stout,Beer,Ale,"Canada, Ontario",473,2.95,64,30272,"18 880,00 $"
319681,Hayman's 1850 Reserve Gin,Spirits,Gin,"United Kingdom, Region Not Specified",700,44.95,43,30100,"193 285,00 $"
384297,Alma Negra M Blend 2011,Wine,Red Wine,"Argentina, Mendoza",750,19.95,40,30000,"79 800,00 $"
237263,Corte Pavone Brunello Di Montalcino 2008,Wine,Red Wine,"Italy, Tuscany",750,49.95,40,30000,"199 800,00 $"
392738,Domaine Queylus Tradition Pinot Noir 2011,Wine,Red Wine,"Canada, Ontario",750,29.95,40,30000,"119 800,00 $"
259135,Château Destieux 2010,Wine,Red Wine,"France, Bordeaux",750,71.84,40,30000,"287 360,00 $"
393058,Anselmo Mendes Contacto Alvarinho 2013,Wine,White Wine,"Portugal, Vinho Verde",750,19.95,40,30000,"79 800,00 $"
251967,Quinta Do Noval Vintage Port 2003,Wine,Fortified Wines,"Portugal, Douro",750,163.0,40,30000,"652 000,00 $"
199349,Pintia 2008,Wine,Red Wine,"Spain, Toro",750,67.95,40,30000,"271 800,00 $"
347963,Santa Carolina Reserva Duo Gift Pack,Wine,Gift and Sampler Packs,"Chile, Region Not Specified",1500,24.95,20,30000,"49 900,00 $"
745349,Domaine Jacky Marteau Sauvignon Touraine 2013,Wine,White Wine,"France, Loire",750,13.95,40,30000,"55 800,00 $"
197202,Warre's Warrior Finest Reserve Port,Wine,Fortified Wines,"Portugal, Douro",750,16.95,40,30000,"67 800,00 $"
395632,Colby Red Blend,Wine,Red Wine,"USA, California",750,9.94,40,30000,"39 760,00 $"
399907,San Vincenti Chianti Classico 2011,Wine,Red Wine,"Italy, Tuscany",750,19.95,40,30000,"79 800,00 $"
365940,Red Rooster Gewürztraminer 2012,Wine,White Wine,"Canada, British Columbia",750,12.75,40,30000,"51 000,00 $"
363366,Raymond Blending Kit 2012,Wine,Red Wine,"USA, California",3000,199.65,10,30000,"199 650,00 $"
387332,J.L. Chave Selection Silène Crozes-Hermitage 2012,Wine,Red Wine,"France, Rhône",750,33.0,40,30000,"132 000,00 $"
193003,Château La Fleur de Gay 2009,Wine,Red Wine,"France, Bordeaux",750,134.85,40,30000,"539 400,00 $"
276162,Castaño Solanera Viñas Viejas 2012,Wine,Red Wine,"Spain, Yecla",750,16.95,40,30000,"67 800,00 $"
189142,Domaine de Vaugondy Dry Vouvray 2012,Wine,White Wine,"France, Loire",750,16.95,40,30000,"67 800,00 $"
257303,Cattail Creek Pinot Noir 2010,Wine,Red Wine,"Canada, Ontario",750,14.75,40,30000,"59 000,00 $"
394213,Great Lakes Karma Citra IPA,Beer,Ale,"Canada, Ontario",650,5.95,46,29900,"27 370,00 $"
696658,Samuel Smith's Selection,Beer,Gift and Sampler Packs,"United Kingdom, England",1650,17.95,18,29700,"32 310,00 $"
431924,Palm Bay Tropical Iced Tea Peach M / M,Spirits,,"Canada, Ontario",355,2.5,83,29465,"20 750,00 $"
383604,Castello Monterinaldi Chianti Classico 2010,Wine,Red Wine,"Italy, Tuscany",750,19.95,39,29250,"77 805,00 $"
383026,Antico Colle Vino Nobile Di Montepulciano 2010,Wine,Red Wine,"Italy, Tuscany",750,26.95,39,29250,"105 105,00 $"
257626,Château Grand Corbin-Despagne 2010,Wine,Red Wine,"France, Bordeaux",750,46.85,39,29250,"182 715,00 $"
344838,Manjar de Silos 2006,Wine,Red Wine,"Spain, Ribera del Duero",750,51.0,39,29250,"198 900,00 $"
902809,San Felice Poggio Rosso Riserva Chianti Classico 2010,Wine,Red Wine,"Italy, Tuscany",750,58.0,39,29250,"226 200,00 $"
318469,Sotol Hacienda de Chihuahua Plata,Spirits,Tequila,"Mexico, Region Not Specified",750,43.7,39,29250,"170 430,00 $"
352914,Terre del Principe Centomoggia Casavecchia 2010,Wine,Red Wine,"Italy, Campania",750,37.75,39,29250,"147 225,00 $"
278226,Lighthall Chardonnay 2009,Wine,White Wine,"Canada, Ontario",750,25.0,39,29250,"97 500,00 $"
683664,Castello Romitorio Riserva Brunello Di Montalcino 2007,Wine,Red Wine,"Italy, Tuscany",750,145.0,39,29250,"565 500,00 $"
167494,Marcarini Brunate Barolo 2009,Wine,Red Wine,"Italy, Piedmont",750,70.0,39,29250,"273 000,00 $"
391268,William Fèvre Côtes Bougerots Chablis Grand Cru 2012,Wine,White Wine,"France, Burgundy",750,110.0,39,29250,"429 000,00 $"
985549,E. Guigal La Landonne Côte-Rôtie 2008,Wine,Red Wine,"France, Rhône",750,295.0,39,29250,"1 150 500,00 $"
266882,Lua Cheia Em Vinhas Velhas 2012,Wine,Red Wine,"Portugal, Douro",750,14.95,39,29250,"58 305,00 $"
996793,Vineland Estates Chardonnay Musqué 2012,Wine,White Wine,"Canada, Ontario",750,14.75,39,29250,"57 525,00 $"
407676,Fel Chardonnay 2012,Wine,White Wine,"USA, California",750,39.95,39,29250,"155 805,00 $"
371344,Zilliken Saarburg Rausch Riesling Kabinett 2011,Wine,White Wine,"Germany, Mosel",750,32.95,39,29250,"128 505,00 $"
254284,Château Lanessan 2010,Wine,Red Wine,"France, Bordeaux",750,27.85,39,29250,"108 615,00 $"
186882,Shea Wine Cellars Estate Pinot Noir 2011,Wine,Red Wine,"USA, Oregon",750,58.95,39,29250,"229 905,00 $"
197228,Château Lafon-Rochet 2009,Wine,Red Wine,"France, Bordeaux",750,82.85,39,29250,"323 115,00 $"
332932,Wychwood Forest Fruits,Beer,Ale,"United Kingdom, England",500,2.29,58,29000,"13 282,00 $"
275222,Pillitteri Sauvignon Blanc Icewine 2009,Wine,Icewine,"Canada, Ontario",200,34.95,144,28800,"503 280,00 $"
279349,Innis & Gunn Irish Whiskey Cask,Beer,Ale,"United Kingdom, Scotland",330,3.5,87,28710,"30 450,00 $"
371948,Mikkeller Monk's Brew,Beer,Ale,"Denmark, Region Not Specified",330,3.8,87,28710,"33 060,00 $"
374330,Domaine Du Clos Gautier Cuvée Emile 2008,Wine,Red Wine,"France, Provence",750,24.95,38,28500,"94 810,00 $"
375493,Vinecol Organic Bonarda 2013,Wine,Red Wine,"Argentina, Mendoza",750,15.95,38,28500,"60 610,00 $"
308858,Peter Michael Le Moulin Rouge Pinot Noir 2011,Wine,Red Wine,"USA, California",750,152.0,38,28500,"577 600,00 $"
141853,Crown Royal Whisky With Bag Gift Box,Spirits,Whisky/Whiskey,"Canada, Region Not Specified",750,29.95,38,28500,"113 810,00 $"
733501,Alain Geoffroy Beauroy Chablis 1Er Cru 2012,Wine,White Wine,"France, Burgundy",750,29.95,38,28500,"113 810,00 $"
285262,Bailey's Biscotti Flavour,Spirits,Liqueur/Liquor,"Ireland, Region Not Specified",750,29.95,38,28500,"110 010,00 $"
378877,Vega Moragona La Duna Single Vineyard Tempranillo 2010,Wine,Red Wine,"Spain, La Mancha",750,16.95,38,28500,"64 410,00 $"
390971,Freiherr Von Göler Pinot Noir 2011,Wine,Red Wine,"Germany, Baden",750,18.95,38,28500,"72 010,00 $"
359315,Rockway Small Lot Reserve White Assemblage 2012,Wine,White Wine,"Canada, Ontario",750,12.75,38,28500,"48 450,00 $"
71332,Man Skaapveld Shiraz 2013,Wine,Red Wine,"South Africa, Coastal Region",750,13.95,38,28500,"53 010,00 $"
295709,Rabl Löss Grüner Veltliner 2013,Wine,White Wine,"Austria, Kamptal",750,14.95,38,28500,"56 810,00 $"
360636,Sister's Run Bethlehem Block Cabernet Sauvignon 2011,Wine,Red Wine,"Australia, South Australia",750,15.95,38,28500,"60 610,00 $"
350041,Paco & Lola Albariño 2013,Wine,White Wine,"Spain, Rias Baixas",750,18.95,38,28500,"72 010,00 $"
104638,Renieri Regina Di Renieri 2009,Wine,Red Wine,"Italy, Tuscany",750,50.0,38,28500,"190 000,00 $"
304501,Castello Di Nipozzano Vigneto Montesodi Riserva Chianti Rúfina 2010,Wine,Red Wine,"Italy, Tuscany",750,49.95,38,28500,"189 810,00 $"
303230,Dunkeld Atholl Brose,Spirits,Liqueur/Liquor,"United Kingdom, Scotland",500,54.95,57,28500,"313 215,00 $"
381558,Basa Blanco 2013,Wine,White Wine,"Spain, Rueda",750,17.95,38,28500,"68 210,00 $"
383851,Morellino Di Scansano Scantianum 2012,Wine,Red Wine,"Italy, Tuscany",750,14.95,38,28500,"56 810,00 $"
373100,Pondview Bella Terra Cabernet Sauvignon 2010,Wine,Red Wine,"Canada, Ontario",750,34.95,38,28500,"132 810,00 $"
366179,Dirty Laundry Merlot 2011,Wine,Red Wine,"Canada, British Columbia",750,31.95,38,28500,"121 410,00 $"
340240,Domaine Pinson Frères Montmain Chablis 1Er Cru 2012,Wine,White Wine,"France, Burgundy",750,46.95,38,28500,"178 410,00 $"
406553,Frank's Redhot Caesar Sweet Chili Lime M / M,Spirits,,"USA, Michigan",355,2.7,80,28400,"21 600,00 $"
395350,Feudi Salentini 125 Negroamaro del Salento 2012,Wine,Red Wine,"Italy, Puglia",750,14.95,37,27750,"55 315,00 $"
186650,Los Clop Reserva Malbec 2009,Wine,Red Wine,"Argentina, Mendoza",750,17.95,37,27750,"66 415,00 $"
308783,Emrich-Schönleber Monzinger Halenberg Riesling Trocken 2010,Wine,White Wine,"Germany, Nahe",750,45.0,37,27750,"166 500,00 $"
40600,Dr. Pauly-Bergweiler Wehlener Sonnenuhr Riesling Auslese 2011,Wine,White Wine,"Germany, Mosel-Saar-Ruwer",750,39.75,37,27750,"147 075,00 $"
318345,Rosewood Estates Reserve Pinot Noir 2010,Wine,Red Wine,"Canada, Ontario",750,39.95,37,27750,"147 815,00 $"
378083,Wegeler Rüdesheimer Berg Schlossberg Riesling Kabinett 2012,Wine,White Wine,"Germany, Rheingau",750,25.95,37,27750,"96 015,00 $"
390500,Louis Latour Caradeux Pernand Vergelesses 1Er Cru 2011,Wine,White Wine,"France, Burgundy",750,44.95,37,27750,"166 315,00 $"
238261,Faust Cabernet Sauvignon 2011,Wine,Red Wine,"USA, California",750,59.95,37,27750,"221 815,00 $"
264044,Terravin Te Ahu Sauvignon Blanc 2011,Wine,White Wine,"New Zealand, Region Not Specified",750,40.0,37,27750,"148 000,00 $"
54148,E. Guigal Ex-Voto Ermitage Blanc 2007,Wine,White Wine,"France, Rhône",750,156.0,37,27750,"577 200,00 $"
593996,Jackson-Triggs Niagara Estate Grand Reserve Chardonnay 2012,Wine,White Wine,"Canada, Ontario",750,19.95,37,27750,"73 815,00 $"
333211,Mountadam Estate Chardonnay 2009,Wine,White Wine,"Australia, South Australia",750,21.95,37,27750,"81 215,00 $"
298760,Château Bélair-Monange 2011,Wine,Red Wine,"France, Bordeaux",750,149.85,37,27750,"554 445,00 $"
566653,Château Léoville-Las Cases 2006,Wine,Red Wine,"France, Bordeaux",750,199.75,37,27750,"739 075,00 $"
256362,Château Raymond-Lafon 2010,Wine,White Wine,"France, Bordeaux",375,31.85,74,27750,"235 690,00 $"
70086,Offley Late Bottled Vintage Port 2009,Wine,Fortified Wines,"Portugal, Douro",750,19.95,37,27750,"73 815,00 $"
352153,Ferrari Brut,Wine,Sparkling Wine,"Italy, Alto Adige/Trentino",750,25.95,37,27750,"96 015,00 $"
392803,Le Cadeau Rocheux Pinot Noir 2011,Wine,Red Wine,"USA, Oregon",750,65.0,37,27750,"240 500,00 $"
399246,Rustenberg Shiraz 2011,Wine,Red Wine,"South Africa, Stellenbosch",750,19.95,37,27750,"73 815,00 $"
397703,Innis & Gunn Rare Oak Pale Ale,Beer,Ale,"United Kingdom, Scotland",330,3.45,84,27720,"28 980,00 $"
380543,Mill Street Spring Sampler,Beer,Gift and Sampler Packs,"Canada, Ontario",2130,13.45,13,27690,"17 485,00 $"
393033,Domaine Bouletin Vin Doux Naturel Muscat de Beaumes de Venise 2012,Wine,Fortified Wines,"France, Rhône",375,15.95,73,27375,"116 435,00 $"
296319,Château La Tour Blanche 2011,Wine,Dessert Wine,"France, Bordeaux",375,49.85,73,27375,"363 905,00 $"
82222,Marechal Vouvray 2013,Wine,White Wine,"France, Loire",750,17.95,36,27000,"64 620,00 $"
384701,"Torres Celeste Crianza 2 Bottles, 2 Riedel Wine Glasses Gift Pack 2009",Wine,Gift and Sampler Packs,"Spain, Penedès",1500,89.95,18,27000,"161 910,00 $"
391193,Wolf Blass Black Label Cabernet / Shiraz / Malbec 2009,Wine,Red Wine,"Australia, South Australia",750,100.0,36,27000,"360 000,00 $"
295964,Badia a Coltibuono Chianti Classico 2010,Wine,Red Wine,"Italy, Tuscany",750,23.95,36,27000,"86 220,00 $"
308999,Big House Red 2006,Wine,Red Wine,"USA, California",750,18.95,36,27000,"68 220,00 $"
205021,Megalomaniac Frank Cabernet Franc 2011,Wine,Red Wine,"Canada, Ontario",750,20.25,36,27000,"72 900,00 $"
222315,Muskoka Winter Beard Double Chocolate Cranberry Stout,Beer,Ale,"Canada, Ontario",750,13.95,36,27000,"50 220,00 $"
12203,Château Dereszla 5 Puttonyos Tokaji Aszú 2008,Wine,White Wine,"Hungary, Tokaj-Hegyalja",500,42.95,54,27000,"231 930,00 $"
396960,Nicolás Catena Zapata Cabernet Sauvignon 2010,Wine,Red Wine,"Argentina, Mendoza",750,110.0,36,27000,"396 000,00 $"
746479,Cristina Ascheri Moscato D'Asti 2013,Wine,White Wine,"Italy, Piedmont",750,17.95,36,27000,"64 620,00 $"
349373,Justino's 10 Years Old Malvasia Madeira,Wine,Fortified Wines,"Portugal, Madeira",750,32.75,36,27000,"117 900,00 $"
661819,Doña Paula Estate Malbec 2011,Wine,Red Wine,"Argentina, Mendoza",750,17.95,36,27000,"64 620,00 $"
366963,The Balvenie 15 Years Old Single Barrel Speyside Single Malt,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",750,181.95,36,27000,"655 020,00 $"
403469,Nipozzano Vecchie Viti Riserva Chianti Rúfina 2011,Wine,Red Wine,"Italy, Tuscany",1500,64.95,18,27000,"116 910,00 $"
361196,Suprema Grappa Refosco,Spirits,,"Italy, Friuli-Venezia Giulia",750,56.45,36,27000,"203 220,00 $"
277590,Angels Gate Sauvignon Blanc 2013,Wine,White Wine,"Canada, Ontario",750,13.95,36,27000,"50 220,00 $"
381038,Domaine Des Amouriers Signature Vacqueyras 2011,Wine,Red Wine,"France, Rhône",750,24.95,36,27000,"89 820,00 $"
564666,Château L'Évangile 2006,Wine,Red Wine,"France, Bordeaux",750,169.75,36,27000,"611 100,00 $"
82461,Pierre-Luc Bouchaud Muscadet Sèvre Et Maine 2007,Wine,White Wine,"France, Loire",750,14.95,36,27000,"53 820,00 $"
224071,Royal Canadian Small Batch Whisky,Spirits,Whisky/Whiskey,"Canada, Region Not Specified",750,39.25,36,27000,"141 300,00 $"
379875,Ferrocinto Magliocco Rosso 2012,Wine,Red Wine,"Italy, Calabria",750,18.95,36,27000,"68 220,00 $"
366187,Red Rooster Reserve Meritage 2011,Wine,Red Wine,"Canada, British Columbia",750,21.25,36,27000,"76 500,00 $"
99382,Château D'Yquem 2007,Wine,White Wine,"France, Bordeaux",750,895.0,36,27000,"3 222 000,00 $"
109512,Cusumano Noà 2011,Wine,Red Wine,"Italy, Sicily",750,22.95,36,27000,"82 620,00 $"
385799,Columbia Winery Composition Red Blend,Wine,Red Wine,"USA, Washington",744,14.75,36,26784,"53 100,00 $"
67710,Great Lakes Pumpkin Ale,Beer,Ale,"Canada, Ontario",650,4.95,41,26650,"20 295,00 $"
232645,Okanagan Spring Pale Ale,Beer,Ale,"Canada, British Columbia",2046,12.5,13,26598,"16 250,00 $"
78055,Château Des Charmes Brut Rosé 2011,Wine,Sparkling Wine,"Canada, Ontario",750,23.75,35,26250,"83 125,00 $"
359646,Mony Vineyard Colombard Kp 2012,Wine,White Wine,Israel,750,14.75,35,26250,"51 625,00 $"
376764,Bien Nacido Vineyards Chardonnay 2011,Wine,White Wine,"USA, California",750,63.0,35,26250,"220 500,00 $"
369470,In Situ Reserva Sauvignon Blanc 2013,Wine,White Wine,"Chile, Aconcagua Valley",750,15.95,35,26250,"55 825,00 $"
195891,Château Raymond-Lafon 2009,Wine,White Wine,"France, Bordeaux",750,66.84,35,26250,"233 940,00 $"
390948,Trivento Eolo Malbec 2010,Wine,Red Wine,"Argentina, Mendoza",750,60.0,35,26250,"210 000,00 $"
275958,Southbrook Triomphe Cabernet Franc 2012,Wine,Red Wine,"Canada, Ontario",750,21.95,35,26250,"76 825,00 $"
397521,Gundlach Bundschu Mountain Cuvée 2012,Wine,Red Wine,"USA, California",750,30.0,35,26250,"105 000,00 $"
259994,Les Pagodes de Cos 2010,Wine,Red Wine,"France, Bordeaux",750,99.85,35,26250,"349 475,00 $"
198754,Huff Estates Cuvée Peter F. Huff 2007,Wine,Sparkling Wine,"Canada, Ontario",750,29.75,35,26250,"104 125,00 $"
400374,Redtail Pinot Noir 2012,Wine,Red Wine,"Canada, Ontario",750,28.95,35,26250,"101 325,00 $"
98392,Yalumba Patchwork Shiraz 2011,Wine,Red Wine,"Australia, South Australia",750,23.95,35,26250,"83 825,00 $"
366823,Barahonda Sin Madera Monastrell 2011,Wine,Red Wine,"Spain, Yecla",750,15.95,35,26250,"55 825,00 $"
363218,Doolhof Lady in Red Estate Reserve 2008,Wine,Red Wine,"South Africa, Region Not Specified",750,14.75,35,26250,"51 625,00 $"
191197,Château D'Escurac 2009,Wine,Red Wine,"France, Bordeaux",750,24.85,35,26250,"86 975,00 $"
311555,Decoy Chardonnay 2013,Wine,White Wine,"USA, California",750,24.95,35,26250,"87 325,00 $"
589556,Bodega Norton Cabernet Sauvignon,Wine,Red Wine,"Argentina, Region Not Specified",750,11.0,35,26250,"38 500,00 $"
594010,Jackson-Triggs Proprietors' Reserve Vidal Icewine,Wine,Icewine,"Canada, Ontario",375,39.95,70,26250,"279 650,00 $"
362707,Renaissance Age of Raisin Belgiumstyle Dubbel,Beer,Ale,"New Zealand, Region Not Specified",500,7.0,52,26000,"36 400,00 $"
601021,Inniskillin Vidal Icewine 2012 & Riesling Icewine 2012,Wine,Gift and Sampler Packs,"Canada, Ontario",400,64.95,65,26000,"422 175,00 $"
218172,Lakeport Honey Lager,Beer,Lager,"Canada, Ontario",5115,23.5,5,25575,"11 750,00 $"
973214,Di Majo Norante Ramitello 2011,Wine,Red Wine,"Italy, Molise",750,17.95,34,25500,"61 030,00 $"
371609,Quinta Do Portal Vintage Port 1999,Wine,Fortified Wines,"Portugal, Douro",750,63.0,34,25500,"214 200,00 $"
369728,Williams & Humbert Collection Dry Palomino Fino Sherry,Wine,Fortified Wines,"Spain, Jerez",750,17.95,34,25500,"61 030,00 $"
117556,Southbrook Triomphe Sauvignon Blanc 2013,Wine,White Wine,"Canada, Ontario",750,17.75,34,25500,"60 350,00 $"
378869,Barahonda Barrica Monastrell / Syrah 2011,Wine,Red Wine,"Spain, Yecla",750,17.95,34,25500,"61 030,00 $"
398156,Travaglini Gattinara Riserva 2007,Wine,Red Wine,"Italy, Piedmont",750,50.0,34,25500,"170 000,00 $"
405175,Freakshow Cabernet Sauvignon 2012,Wine,Red Wine,"USA, California",750,24.95,34,25500,"84 830,00 $"
373282,Galil Mountain Viognier Kp 2013,Wine,White Wine,Israel,750,15.95,34,25500,"54 230,00 $"
