Numéro,Nom,Catégorie,Sous-catégorie,Origine,Volume,Prix,Inventaire,Inventaire (quantité),Inventaire (valeur)
218040,Martini Bianco Vermouth,Wine,Specialty Wines,"Italy, Region Not Specified",1000,13.25,2648,2648000,"3 508 600,00 $"
419713,Rosato Bambino,Wine,Sparkling Wine,"Canada, Region Not Specified",1500,14.25,1765,2647500,"2 515 125,00 $"
91702,Red Knot Cabernet Sauvignon,Wine,Red Wine,"Australia, South Australia",750,17.95,3529,2646750,"6 334 555,00 $"
173385,Chamisul Fresh Soju,Spirits,Shochu / Soju,"South Korea, Region Not Specified",360,8.9,7349,2645640,"6 540 610,00 $"
927236,Rickard's Red,Beer,Ale,"Canada, Ontario",4092,22.95,646,2643432,"1 482 570,00 $"
411686,Sam Adams Rebel IPA,Beer,Ale,"USA, Region Not Specified",2130,13.7,1241,2643330,"1 700 170,00 $"
999821,Mulderbosch Cabernet Sauvignon Rosé 2014,Wine,Rosé Wine,"South Africa, Coastal Region",750,12.95,3524,2643000,"4 563 580,00 $"
286377,Cave Spring Estate Riesling,Wine,White Wine,"Canada, Ontario",750,17.95,3523,2642250,"6 323 785,00 $"
417196,Grey Goose Vodka,Spirits,Vodka,"France, Region Not Specified",1140,75.95,2317,2641380,"17 597 615,00 $"
323725,Banfi Centine Rosso Toscana IGT,Wine,Red Wine,"Italy, Tuscany",750,15.95,3521,2640750,"5 615 995,00 $"
53827,Dan Aykroyd Cabernet Merlot VQA,Wine,Red Wine,"Canada, Ontario",750,14.95,3520,2640000,"5 262 400,00 $"
51466,Bouchard Père & Fils Petit Chablis,Wine,White Wine,"France, Burgundy",750,20.95,3519,2639250,"7 372 305,00 $"
8599,Bell's Original Scotch Whisky,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",750,25.35,3516,2637000,"8 913 060,00 $"
41095,Liberty School Zinfandel 2012,Wine,Red Wine,"USA, California",750,18.95,3514,2635500,"6 659 030,00 $"
620617,Collavini Pinot Grigio,Wine,White Wine,"Italy, Veneto",1500,25.95,1756,2634000,"4 556 820,00 $"
248138,Lvivske 1715,Beer,Lager,"Ukraine, Region Not Specified",500,2.6,5265,2632500,"1 368 900,00 $"
373027,Russian Standard Platinum Vodka,Spirits,Vodka,"Russia, Region Not Specified",750,32.95,3510,2632500,"11 565 450,00 $"
669242,Sterling Vintner's Chardonnay,Wine,White Wine,"USA, Region Not Specified",750,15.95,3509,2631750,"5 596 855,00 $"
277186,Zonin Prosecco Brut 1821 DOC,Wine,Sparkling Wine,"Italy, Veneto",750,14.9,3509,2631750,"5 228 410,00 $"
253906,Martini Dry Vermouth White,Wine,Specialty Wines,"Italy, Region Not Specified",500,8.25,5260,2630000,"4 339 500,00 $"
251371,Canadian Club Whisky,Spirits,Whisky/Whiskey,"Canada, Region Not Specified",200,7.95,13143,2628600,"10 448 685,00 $"
146829,20 Bees Cabernet Merlot VQA,Wine,Red Wine,"Canada, Ontario",1500,19.95,1751,2626500,"3 493 245,00 $"
60707,20 Bees Pinot Grigio VQA,Wine,White Wine,"Canada, Ontario",750,11.95,3501,2625750,"4 183 695,00 $"
609479,Sour Puss Raspberry Liquor,Spirits,Liqueur/Liquor,"USA, Region Not Specified",1140,27.95,2302,2624280,"6 434 090,00 $"
16840,Bolla Valpolicella Classico,Wine,Red Wine,"Italy, Veneto",750,12.95,3499,2624250,"4 531 205,00 $"
311977,Canadian Club Reserve,Spirits,Whisky/Whiskey,"Canada, Region Not Specified",750,27.45,3498,2623500,"9 602 010,00 $"
23606,Santa Rita 120 Sauvignon Blanc,Wine,White Wine,"Chile, Region Not Specified",750,9.94,3497,2622750,"3 476 018,00 $"
251082,B & G Partager Domaine La Gardie Merlot,Wine,Red Wine,"France, South of France",750,9.94,3491,2618250,"3 470 054,00 $"
311944,Canadian Club Classic,Spirits,Whisky/Whiskey,"Canada, Region Not Specified",1750,59.95,1494,2614500,"8 956 530,00 $"
13904,Henry of Pelham Pinot Noir VQA,Wine,Red Wine,"Canada, Ontario",750,16.95,3485,2613750,"5 907 075,00 $"
515437,Tiger Beer,Beer,Lager,"Singapore, Region Not Specified",1980,11.55,1320,2613600,"1 524 600,00 $"
501080,Bend in the River Qualitatswein,Wine,White Wine,"Germany, Pfalz",750,10.95,3483,2612250,"3 813 885,00 $"
217992,Dewar's White Label,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",1140,38.15,2284,2603760,"8 713 460,00 $"
687582,Santa Margherita Brut Valdobbiadene Prosecco Superiore,Wine,Sparkling Wine,"Italy, Veneto",750,18.95,3471,2603250,"6 577 545,00 $"
79293,Luigi Bosca Reserva Malbec,Wine,Red Wine,"Argentina, Mendoza",750,17.95,3467,2600250,"6 223 265,00 $"
119388,Pasqua Pinot Grigio Delle Venezie,Wine,White Wine,"Italy, Veneto",1500,23.85,1731,2596500,"4 128 435,00 $"
54262,Jose Cuervo Golden Margarita,Ready-to-Drink/Coolers,Premixed Cocktails,"USA, Region Not Specified",750,15.95,3459,2594250,"5 517 105,00 $"
89961,Finagra Alandra Red,Wine,Red Wine,"Portugal, Region Not Specified",750,7.8,3451,2588250,"2 691 780,00 $"
341743,Trius Rosé,Wine,Rosé Wine,"Canada, Ontario",750,15.95,3450,2587500,"5 502 750,00 $"
311993,Canadian Club Reserve,Spirits,Whisky/Whiskey,"Canada, Region Not Specified",1140,39.15,2268,2585520,"8 879 220,00 $"
91751,Jacob's Creek Reserve Cabernet Sauvignon,Wine,Red Wine,"Australia, South Australia",750,16.95,3446,2584500,"5 840 970,00 $"
197152,Union Red VQA,Wine,Red Wine,"Canada, Ontario",750,13.95,3445,2583750,"4 805 775,00 $"
338343,St-Ambroise Apricot Wheat Ale,Beer,Ale,"Canada, Quebec",473,2.8,5461,2583053,"1 529 080,00 $"
357137,Jackson-Triggs Black Series Cabernet Shiraz,Wine,Red Wine,"Canada, Ontario",750,13.95,3443,2582250,"4 802 985,00 $"
322024,Adobe Reserva Merlot Organic,Wine,Red Wine,"Chile, San Antonio Valley",750,12.95,3442,2581500,"3 768 990,00 $"
277202,Bottega Vino Dei Poeti Brut Rose,Wine,Sparkling Wine,"Italy, Venezie",750,13.45,3441,2580750,"4 628 145,00 $"
345280,Conductor's Craft Ale,Beer,Ale,"Canada, Ontario",473,2.85,5454,2579742,"1 554 390,00 $"
395087,Bertani Ripasso Valpolicella 2011,Wine,Red Wine,"Italy, Veneto",750,17.0,3438,2578500,"5 844 600,00 $"
267781,Voga Moscato Frizzante IGT,Wine,White Wine,"Italy, Veneto",750,16.64,3438,2578500,"5 720 832,00 $"
996405,Stags' Leap Winery Cabernet Sauvignon,Wine,Red Wine,"USA, California",750,49.95,3437,2577750,"17 167 815,00 $"
406579,Trivento Tribu Malbec,Wine,Rosé Wine,"Argentina, Mendoza",750,11.95,3436,2577000,"4 106 020,00 $"
337881,Paulaner Hefe-Weissbier,Beer,Ale,"Germany, Region Not Specified",500,2.75,5153,2576500,"1 417 075,00 $"
447896,La Vieille Ferme Cotes Du Ventoux,Wine,Red Wine,"France, Region Not Specified",1500,19.95,1717,2575500,"3 425 415,00 $"
535344,Santa Carolina Cabernet Sauvignon,Wine,Red Wine,"Chile, Region Not Specified",750,8.94,3434,2575500,"3 069 996,00 $"
406793,Mike-A-Rita Margarita Frozen,Ready-to-Drink/Coolers,Coolers,"USA, Region Not Specified",296,2.95,8696,2574016,"2 565 320,00 $"
587907,Trius Merlot VQA,Wine,Red Wine,"Canada, Ontario",750,14.95,3432,2574000,"5 130 840,00 $"
396598,Girls' Night Out Pinot Grigio-Riesling VQA,Wine,White Wine,"Canada, Ontario",750,12.95,3432,2574000,"4 444 440,00 $"
281824,Wild Turkey 81 Proof Kentucky Straight Bourbon,Spirits,Whisky/Whiskey,"USA, Kentucky",750,30.95,3432,2574000,"10 622 040,00 $"
110486,Wyndham Est Bin 444 Cabernet Sauvignon,Wine,Red Wine,"Australia, Region Not Specified",750,15.95,3431,2573250,"5 472 445,00 $"
12567,Gaston de Lagrange VS Cognac,Spirits,Cognac / Armagnac,"France, Cognac",750,42.95,3429,2571750,"14 041 755,00 $"
415224,Labatt Blue Lg Can,Beer,,Canada,740,2.85,3468,2566320,"988 380,00 $"
591313,Malivoire Gamay,Wine,Red Wine,"Canada, Ontario",750,17.95,3412,2559000,"6 124 540,00 $"
288563,Canadian Club Whisky,Spirits,Whisky/Whiskey,"Canada, Region Not Specified",3000,129.94,853,2559000,"11 083 882,00 $"
116038,Metaxa Seven Star Brandy,Spirits,Eau-de-Vie,"Greece, Region Not Specified",750,29.95,3411,2558250,"10 215 945,00 $"
398982,Pelee Island Cabernet Franc Rosé,Wine,Rosé Wine,"Canada, Ontario",750,12.95,3410,2557500,"4 415 950,00 $"
371849,Candy Apple Red,Wine,Red Wine,"Canada, Ontario",750,9.94,3408,2556000,"3 387 552,00 $"
602128,Polar Ice Vodka,Spirits,Vodka,"Canada, Region Not Specified",200,7.9,12779,2555800,"10 095 410,00 $"
303040,Fielding Fireside White VQA,Wine,White Wine,"Canada, Ontario",750,13.95,3402,2551500,"4 745 790,00 $"
278119,Santa Carolina Reserva Cabernet Sauvignon,Wine,Red Wine,"Chile, Colchagua Valley",1500,20.95,1701,2551500,"3 563 595,00 $"
189183,Fielding Red Conception 2013,Wine,Red Wine,"Canada, Ontario",750,18.95,3401,2550750,"6 444 895,00 $"
64295,Cono Sur Bicicleta Shiraz,Wine,Red Wine,"Chile, Region Not Specified",750,9.94,3401,2550750,"3 380 594,00 $"
330803,Bowmore 12 Years Old Islay Single Malt,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",750,59.95,3401,2550750,"18 688 495,00 $"
24828,Stone's Green Ginger,Wine,Specialty Wines,"Canada, Region Not Specified",750,10.45,3400,2550000,"3 553 000,00 $"
323766,Patio 9 Pink VQA,Wine,Rosé Wine,"Canada, Ontario",750,13.95,3398,2548500,"4 740 210,00 $"
135566,Polar Ice Vodka,Spirits,Vodka,"Canada, Region Not Specified",750,25.35,3388,2541000,"8 588 580,00 $"
260372,Pondview Dragonfly Pinot Grigio VQA,Wine,White Wine,"Canada, Ontario",750,16.95,3387,2540250,"5 740 965,00 $"
298083,Alberta Premium Dark Horse Whisky,Spirits,Whisky/Whiskey,"Canada, Region Not Specified",750,30.95,3384,2538000,"10 473 480,00 $"
605063,Buffalo Trace Kentucky Straight Bourbon Whiskey,Spirits,Whisky/Whiskey,"USA, Kentucky",750,40.85,3380,2535000,"12 793 300,00 $"
201723,Erdinger Dunkel Weissbier,Beer,Ale,"Germany, Region Not Specified",500,3.25,5068,2534000,"1 647 100,00 $"
406660,Laborie Lazy Days Rose,Wine,Rosé Wine,"South Africa, Region Not Specified",750,10.95,3373,2529750,"3 693 435,00 $"
605758,Bolivar Coffee Liqueur,Spirits,Liqueur/Liquor,"Canada, Region Not Specified",1140,26.2,2217,2527380,"5 808 540,00 $"
297234,Brumont Sauvignon Blanc Gros Manseng,Wine,White Wine,"France, South of France",750,12.95,3368,2526000,"4 361 560,00 $"
399048,1914 Honour White VQA,Wine,White Wine,"Canada, Ontario",750,13.95,3368,2526000,"4 698 360,00 $"
367748,Veramonte Sauvignon Blanc,Wine,White Wine,"Chile, Casablanca Valley",750,12.95,3366,2524500,"4 358 970,00 $"
122275,Stoneleigh Marlorough Pinot Noir Rose,Wine,Rosé Wine,"New Zealand, Marlborough",750,16.95,3366,2524500,"5 705 370,00 $"
331462,Guinness Black Lager,Beer,Lager,"Ireland, Region Not Specified",1980,13.65,1274,2522520,"1 739 010,00 $"
234310,Crush Pinot Grigio Chardonnay VQA,Wine,White Wine,"Canada, Ontario",750,12.95,3362,2521500,"4 353 790,00 $"
257329,Caliterra Cabernet Sauvignon,Wine,Red Wine,"Chile, Region Not Specified",750,9.94,3360,2520000,"3 339 840,00 $"
279661,L'Orangeraie Rose Vin de Pays D'Oc,Wine,Rosé Wine,"France, Region Not Specified",750,9.65,3360,2520000,"3 242 400,00 $"
518431,Marcus James Malbec,Wine,Red Wine,"Argentina, Region Not Specified",750,10.5,3359,2519250,"3 526 950,00 $"
249565,Connect Organic Red VQA,Wine,Red Wine,"Canada, Ontario",750,15.95,3357,2517750,"5 354 415,00 $"
159962,Sandbanks Shoreline Merlot Cabernet VQA,Wine,Red Wine,"Canada, Ontario",750,14.95,3357,2517750,"4 683 015,00 $"
179283,Bacardi Superior Rum,Spirits,Rum,"Puerto Rico, Region Not Specified",3000,109.95,839,2517000,"9 224 805,00 $"
962886,La Crema Chardonnay 2013,Wine,White Wine,"USA, California",750,29.95,3354,2515500,"10 045 230,00 $"
366344,Cono Sur Bicicleta Pinot Grigio,Wine,White Wine,"Chile, Pirque",750,9.9,3354,2515500,"3 320 460,00 $"
333914,Woodchuck Hard Amber Cider,Ciders,Cider,"USA, Vermont",2130,13.75,1180,2513400,"1 622 500,00 $"
371567,Bricklayer's Predicament Pinot Grigio-Chardonnay VQA,Wine,White Wine,"Canada, Ontario",750,13.95,3350,2512500,"4 673 250,00 $"
125187,Cazadores Reposado Tequila,Spirits,Tequila,"Mexico, Region Not Specified",750,36.95,3348,2511000,"12 370 860,00 $"
45955,Tecate,Beer,Lager,"Mexico, Region Not Specified",473,2.4,5308,2510684,"1 273 920,00 $"
653,Silk Tassel Canadian Whisky,Spirits,Whisky/Whiskey,"Canada, Region Not Specified",1140,38.15,2202,2510280,"8 400 630,00 $"
611483,Wolf Blass Red Label Cabernet Merlot,Wine,Red Wine,"Australia, Region Not Specified",750,14.95,3345,2508750,"5 000 775,00 $"
494310,Wolf Blass Yellow Label Chardonnay,Wine,White Wine,"Australia, Region Not Specified",1500,28.95,1672,2508000,"4 840 440,00 $"
369173,Fuller's Extra Special Bitter,Beer,Ale,"United Kingdom, England",2000,12.15,1251,2502000,"1 519 965,00 $"
614669,Trapiche Reserve Cabernet Sauvignon,Wine,Red Wine,"Argentina, Region Not Specified",750,11.95,3333,2499750,"3 982 935,00 $"
234039,Captain Morgan Gold Rum,Spirits,Rum,"Caribbean, Region Not Specified",1750,57.15,1427,2497250,"8 155 305,00 $"
414441,Kichesippi Heller Highwater,Beer,Lager,"Canada, Ontario",473,2.75,5278,2496494,"1 451 450,00 $"
249466,Kellerei St. Magdalena Pinot Grigio 2013,Wine,White Wine,"Italy, Südtirol/Alto Adige",750,16.95,3328,2496000,"5 640 960,00 $"
224881,Innis & Gunn Rum Finish,Beer,Ale,"United Kingdom, Scotland",330,3.25,7556,2493480,"2 455 700,00 $"
405753,Robert Mondavi Private Selection Sauvignon Blanc,Wine,White Wine,"USA, California",750,16.95,3324,2493000,"5 634 180,00 $"
392787,Guardian Reserva Red Blend,Wine,Red Wine,"Chile, Colchagua Valley",750,13.6,3321,2490750,"4 516 560,00 $"
33621,Gassier Sables D'Azur Rosé 2014,Wine,Rosé Wine,"France, Provence",750,15.95,3320,2490000,"5 295 400,00 $"
291674,Fetzer Chardonnay,Wine,White Wine,"USA, California",750,11.9,3319,2489250,"3 949 610,00 $"
67587,Megalomaniac Narcissist Riesling,Wine,White Wine,"Canada, Ontario",750,17.95,3319,2489250,"5 957 605,00 $"
601765,Malibu Coconut Rum Liqueur,Spirits,Liqueur/Liquor,"Canada, Region Not Specified",375,12.45,6635,2488125,"8 260 575,00 $"
374496,Forbidden Artisanal Cider,Ciders,Cider,"Canada, Ontario",473,2.95,5258,2487034,"1 551 110,00 $"
339895,Waterloo IPA,Beer,Ale,"Canada, Ontario",473,2.25,5257,2486561,"1 182 825,00 $"
145433,Gekkeikan Junmai Sake,Beer,Specialty,"USA, California",750,9.94,3314,2485500,"3 294 116,00 $"
229039,Yellow Tail Bubbles,Wine,Sparkling Wine,"Australia, South Australia",750,11.95,3312,2484000,"3 957 840,00 $"
217422,Havana Club Anejo Reserva,Spirits,Rum,"Cuba, Region Not Specified",1140,39.95,2178,2482920,"8 701 110,00 $"
267286,Sauza Gold Tequila,Spirits,Tequila,"Mexico, Region Not Specified",375,17.45,6617,2481375,"11 546 665,00 $"
213496,Pasqua Pinot Grigio Delle Venezie,Wine,White Wine,"Italy, Veneto",750,11.95,3301,2475750,"3 944 695,00 $"
250209,Vintage Ink Mark of Passion Merlot / Cabernet VQA,Wine,Red Wine,"Canada, Ontario",750,17.95,3301,2475750,"5 925 295,00 $"
404517,Faustino v Rioja Tempranillo Rosado,Wine,Rosé Wine,"Spain, Rioja",750,12.9,3300,2475000,"4 257 000,00 $"
9365,Small Cask Brandy,Spirits,Brandy,"Canada, Region Not Specified",750,25.35,3298,2473500,"8 360 430,00 $"
621227,Straccali Chianti DOCG,Wine,Red Wine,"Italy, Tuscany",750,13.95,3293,2469750,"3 935 135,00 $"
536268,Hungarovin Debroi Cuvee,Wine,White Wine,"Hungary, Region Not Specified",750,8.44,3292,2469000,"2 778 448,00 $"
105304,Russian Prince Vodka,Spirits,Vodka,"Canada, Region Not Specified",375,14.15,6581,2467875,"9 312 115,00 $"
620724,Creekside Sauvignon Blanc VQA,Wine,White Wine,"Canada, Ontario",750,13.95,3289,2466750,"4 588 155,00 $"
373373,Pierre Sparr Gewurztraminer,Wine,White Wine,"France, Alsace",750,16.7,3285,2463750,"5 485 950,00 $"
153965,Mcguinness Amaretto Dell Amorosa,Spirits,Liqueur/Liquor,"Canada, Region Not Specified",750,19.95,3280,2460000,"6 543 600,00 $"
405522,Crazy Tropez Rose,Wine,Rosé Wine,"France, Region Not Specified",750,13.05,3279,2459250,"4 279 095,00 $"
529354,Pelee Island Pelee Pink VQA,Wine,Rosé Wine,"Canada, Ontario",750,10.95,3279,2459250,"3 259 326,00 $"
170142,Zonin Valpolicella Ripasso Superiore DOC,Wine,Red Wine,"Italy, Veneto",750,17.5,3277,2457750,"5 734 750,00 $"
343368,Earth & Sky Pinot Noir VQA,Wine,Red Wine,"Canada, Ontario",750,15.95,3277,2457750,"5 226 815,00 $"
175810,Muskoka Premium Lager,Beer,Lager,"Canada, Ontario",473,2.9,5192,2455816,"1 505 680,00 $"
382408,Busch,Beer,Lager,"Canada, Ontario",5115,23.5,480,2455200,"1 128 000,00 $"
61408,Jagermeister,Spirits,Liqueur/Liquor,"Germany, Region Not Specified",375,14.6,6546,2454750,"9 557 160,00 $"
68924,Gnarly Head Cabernet Sauvignon,Wine,Red Wine,"USA, California",750,14.95,3272,2454000,"4 891 640,00 $"
68924,Gnarly Head Cabernet Sauvignon,Wine,Red Wine,"USA, California",750,14.95,3272,2454000,"4 891 640,00 $"
273326,Jagermeister,Spirits,Liqueur/Liquor,"Germany, Region Not Specified",1750,59.0,1401,2451750,"8 265 900,00 $"
588996,Casal Thaulero Sangiovese Terre Di Chieti IGT,Wine,Red Wine,"Italy, Abruzzo",750,7.75,3264,2448000,"2 529 600,00 $"
6106,Kronenbourg 1664,Beer,Lager,"France, Alsace",1980,13.8,1235,2445300,"1 704 300,00 $"
688184,Lakeport Light,Beer,Lager,"Canada, Ontario",8520,36.95,287,2445240,"1 060 465,00 $"
171033,Sibling Rivalry Pink VQA,Wine,Rosé Wine,"Canada, Ontario",750,13.95,3260,2445000,"4 547 700,00 $"
238683,Aveleda Vinho Verde Fonte,Wine,White Wine,"Portugal, Vinho Verde",1500,18.45,1630,2445000,"3 007 350,00 $"
298638,Glenmorangie Original Single Malt Scotch Whisky,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",750,69.95,3256,2442000,"22 775 720,00 $"
158535,Gekkeikan Junmai Sake,Beer,Specialty,"USA, California",1500,18.95,1628,2442000,"3 085 060,00 $"
23366,Sandeman Ruby Port,Wine,Fortified Wines,"Portugal, Region Not Specified",750,15.45,3255,2441250,"5 028 975,00 $"
217596,Captain Morgan Gold Rum,Spirits,Rum,"Caribbean, Region Not Specified",1140,38.15,2140,2439600,"8 164 100,00 $"
335059,Super Bock,Beer,Lager,"Portugal, Region Not Specified",1980,11.1,1232,2439360,"1 367 520,00 $"
169052,Carmen Reserva Carmenere,Wine,Red Wine,"Chile, Region Not Specified",750,11.45,3252,2439000,"3 723 540,00 $"
149237,The Foreign Affair the Conspiracy,Wine,Red Wine,"Canada, Ontario",750,19.95,3248,2436000,"6 479 760,00 $"
28647,Cantine Due Palme Canonico Negroamaro Salento Igp,Wine,Red Wine,"Italy, Puglia",2000,18.45,1216,2432000,"2 243 520,00 $"
307025,Ruffino Aziano Chianti Classico DOCG,Wine,Red Wine,"Italy, Tuscany",750,17.95,3237,2427750,"5 810 415,00 $"
10322,Cointreau,Spirits,Liqueur/Liquor,"France, Region Not Specified",375,19.95,6472,2427000,"11 617 240,00 $"
412510,Zynthesis Old Vine Zinfandel 2011,Wine,Red Wine,"USA, California",750,24.95,3236,2427000,"8 073 820,00 $"
335174,Errazuriz Max Reserve Cabernet Sauvignon,Wine,Red Wine,"Chile, Region Not Specified",750,18.95,3231,2423250,"6 122 745,00 $"
369934,Barefoot Refresh Summer Red,Wine,Red Wine,"USA, California",750,11.95,3230,2422500,"3 859 850,00 $"
32888,Folonari Pinot Noir IGT,Wine,Red Wine,"Italy, Veneto",750,14.95,3229,2421750,"4 827 355,00 $"
474239,Spinelli Quartana Chardonnay Terre Di Chieti,Wine,White Wine,"Italy, Abruzzo",750,7.7,3227,2420250,"2 484 790,00 $"
394734,Charles & Charles Chardonnay,Wine,White Wine,"USA, Washington",750,15.95,3227,2420250,"5 147 065,00 $"
24075,Blue Nun Deutscher Tafelwein,Wine,White Wine,"Germany, Region Not Specified",1500,15.95,1612,2418000,"2 571 140,00 $"
13565,Williams & Humbert Dry Sack Sherry,Wine,Fortified Wines,"Spain, Region Not Specified",750,13.35,3223,2417250,"4 302 705,00 $"
572156,Fresh Gewurztraminer Riesling VQA,Wine,White Wine,"Canada, Ontario",750,12.95,3222,2416500,"4 172 490,00 $"
307983,Skinnygirl Red Wine,Wine,Red Wine,"USA, California",750,13.95,3222,2416500,"4 494 690,00 $"
395517,Uber Riesling Kabinett Pfalz,Wine,White Wine,"Germany, Pfalz",750,13.95,3222,2416500,"4 494 690,00 $"
626952,Fasoli Gino Borgoletto Soave 2013,Wine,White Wine,"Italy, Veneto",750,14.95,3221,2415750,"4 815 395,00 $"
257238,Absolut Citron Vodka,Spirits,Vodka,"Sweden, Region Not Specified",750,26.95,3220,2415000,"8 677 900,00 $"
18689,Kwv Contemporary Chenin Blanc,Wine,White Wine,"South Africa, Region Not Specified",750,9.44,3220,2415000,"3 039 680,00 $"
620880,Masi Tupungato Passo Doble,Wine,Red Wine,"Argentina, Region Not Specified",750,13.95,3218,2413500,"4 489 110,00 $"
501544,Whyte & Mackay Special Reserve Scotch Whisky,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",1750,57.15,1378,2411500,"7 875 270,00 $"
287482,Whyte & Mackay Special Reserve Scotch Whisky,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",750,26.4,3214,2410500,"8 484 960,00 $"
156240,20 Bees Chardonnay Unoaked VQA,Wine,White Wine,"Canada, Region Not Specified",1500,19.95,1606,2409000,"3 203 970,00 $"
261305,Peninsula Ridge Cabernet Merlot VQA,Wine,Red Wine,"Canada, Ontario",750,14.95,3211,2408250,"4 800 445,00 $"
665299,Stormy Bay Cabernet Sauvignon,Wine,Red Wine,"South Africa, Region Not Specified",750,10.0,3208,2406000,"3 208 000,00 $"
222570,Thelema Mountain Red,Wine,Red Wine,"South Africa, Region Not Specified",750,12.9,3207,2405250,"4 137 030,00 $"
368811,Nugan Estate Alfredo Second Pass Shiraz,Wine,Red Wine,"Australia, Region Not Specified",750,15.9,3205,2403750,"5 095 950,00 $"
321539,Chapoutier Rasteau Aoc,Wine,Red Wine,"France, Rhône",750,19.95,3204,2403000,"5 430 780,00 $"
35840,Zubrowka Bison Vodka,Spirits,Vodka,"Poland, N/A",750,26.95,3204,2403000,"8 634 780,00 $"
193573,Southbrook Triomphe Cabernet Sauvignon,Wine,Red Wine,"Canada, Ontario",750,22.95,3204,2403000,"7 353 180,00 $"
423558,Lake of Bays Cheli Pale Ale,Beer,Ale,"Canada, Ontario",750,9.94,3202,2401500,"3 182 788,00 $"
359828,Benedictine & Brandy Liqueur,Spirits,Liqueur/Liquor,"France, Region Not Specified",750,39.85,3200,2400000,"12 752 000,00 $"
74062,Dan Aykroyd Cabernet Shiraz VQA,Wine,Red Wine,"Canada, Ontario",750,14.95,3199,2399250,"4 782 505,00 $"
276816,Fonseca White Port,Wine,Fortified Wines,"Portugal, Region Not Specified",750,16.95,3197,2397750,"5 418 915,00 $"
379180,Robert Mondavi Private Selection Chardonnay,Wine,White Wine,"USA, California",750,16.95,3195,2396250,"5 415 525,00 $"
146761,Fielding Riesling VQA,Wine,White Wine,"Canada, Ontario",750,15.95,3192,2394000,"5 091 240,00 $"
216952,Barefoot Bubbly Pinot Grigio,Wine,Sparkling Wine,"USA, California",750,13.95,3190,2392500,"4 450 050,00 $"
61663,Casillero del Diablo Reserva Cabernet Sauvignon,Wine,Red Wine,"Chile, Region Not Specified",1500,24.8,1594,2391000,"3 953 120,00 $"
526251,Jackson-Triggs Black Series Chardonnay VQA,Wine,White Wine,"Canada, Ontario",750,12.95,3187,2390250,"4 127 165,00 $"
406801,Palm Bay Strawberry Pineapple Frozen,Ready-to-Drink/Coolers,Coolers,"USA, Region Not Specified",296,2.95,8064,2386944,"2 378 880,00 $"
435743,Hobgoblin Extra Strong Ale,Beer,Ale,"United Kingdom, England",500,3.5,4772,2386000,"1 670 200,00 $"
397091,Forty Creek Copper Pot Reserve,Spirits,Whisky/Whiskey,"Canada, Ontario",1750,62.95,1363,2385250,"8 580 085,00 $"
531392,Heineken,Beer,Lager,"Netherlands, Region Not Specified",3960,25.95,602,2383920,"1 562 190,00 $"
620831,Negrar Ripasso Val Classico Superiore DOC,Wine,Red Wine,"Italy, Veneto",750,17.95,3174,2380500,"5 697 330,00 $"
63966,Wayne Gretzky Merlot VQA,Wine,Red Wine,"Canada, Ontario",750,15.95,3174,2380500,"5 062 530,00 $"
426718,Cesari Amarone Classico DOC,Wine,Red Wine,"Italy, Veneto",750,37.95,3172,2379000,"12 037 740,00 $"
621706,French Rabbit Chardonnay Carton Pays D'Oc,Wine,White Wine,"France, Region Not Specified",1000,12.95,2378,2378000,"3 079 510,00 $"
312843,Sir Isaac's Premium Pear Cider,Ciders,Cider,"Canada, Ontario",473,2.95,5026,2377298,"1 482 670,00 $"
606293,Old Milwaukee,Beer,Lager,"Canada, Ontario",8520,36.95,279,2377080,"1 030 905,00 $"
567305,Wolf Blass Eaglehawk Cabernet Sauvignon,Wine,Red Wine,"Australia, Region Not Specified",750,12.95,3169,2376750,"4 103 855,00 $"
109959,Jackson-Triggs Black Series Merlot VQA,Wine,Red Wine,"Canada, Region Not Specified",750,13.95,3165,2373750,"4 415 175,00 $"
330241,Sterling Merlot,Wine,Red Wine,"USA, California",750,24.95,3164,2373000,"6 944 980,00 $"
386995,S.X.E. Bianco Calabria Igp,Wine,White Wine,"Italy, Calabria",750,12.75,3163,2372250,"4 032 825,00 $"
237271,Big House the Birdman Pinot Grigio,Wine,White Wine,"USA, California",750,12.95,3161,2370750,"4 093 495,00 $"
727495,Laura Hartwig Reserva Cabernet Sauvignon 2012,Wine,Red Wine,"Chile, Colchagua Valley",750,17.95,3161,2370750,"5 673 995,00 $"
168617,Zirkova Premium Vodka,Spirits,Vodka,"Ukraine, N/A",700,23.95,3385,2369500,"8 107 075,00 $"
12195,Grand Marnier,Spirits,Liqueur/Liquor,"France, Region Not Specified",375,23.95,6313,2367375,"15 119 635,00 $"
589523,Argento Cabernet Sauvignon,Wine,Red Wine,"Argentina, Region Not Specified",750,9.94,3156,2367000,"3 137 064,00 $"
379917,Bodegas San Prudencio Depadre 2009,Wine,Red Wine,"Spain, Rioja",750,22.95,3156,2367000,"7 243 020,00 $"
