Nom SAQ,Nom LCBO,Prix SAQ,Prix LCBO,Différence,Diff. %,Volume SAQ,Volume SAQ,Volume LCBO,Type SAQ,Type LCBO,image SAQ,image LCBO
Big House Red,Big House Red,14.95,12,2.95,0.25,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/308999-1,https://dx5vpyka4lqst.cloudfront.net/products/178632/images/full.jpeg
Big House Red,Big House Cardinal Zin,14.95,12,2.95,0.25,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/308999-1,https://dx5vpyka4lqst.cloudfront.net/products/272401/images/full.jpeg
Big House Red,Big House Red 2006,14.95,18,-3.05,-0.17,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/308999-1,
Black Tower,Black Tower Rivaner,12.25,17,-4.75,-0.28,750 ml,750,1500,Vin blanc,White Wine,http://s7d9.scene7.com/is/image/SAQ/336503-1,https://dx5vpyka4lqst.cloudfront.net/products/336529/images/full.jpeg
Black Tower,Black Tower Rivaner,12.25,13,-0.75,-0.06,750 ml,750,1000,Vin blanc,White Wine,http://s7d9.scene7.com/is/image/SAQ/336503-1,https://dx5vpyka4lqst.cloudfront.net/products/215012/images/full.jpeg
Black Tower,Black Tower Rivaner,12.25,8,4.25,0.53,750 ml,750,750,Vin blanc,White Wine,http://s7d9.scene7.com/is/image/SAQ/336503-1,https://dx5vpyka4lqst.cloudfront.net/products/336503/images/full.jpeg
Black Tower,Black Tower Dornfelder Pinot Noir,12.25,10,2.25,0.23,750 ml,750,750,Vin blanc,Red Wine,http://s7d9.scene7.com/is/image/SAQ/336503-1,https://dx5vpyka4lqst.cloudfront.net/products/580118/images/full.jpeg
Black Tower,Black Tower Classic Riesling,12.25,11,1.25,0.11,750 ml,750,750,Vin blanc,White Wine,http://s7d9.scene7.com/is/image/SAQ/336503-1,https://dx5vpyka4lqst.cloudfront.net/products/394825/images/full.jpeg
Black Tower,Black Tower Pink Bubbly Christmas Edition,12.25,7,5.25,0.75,750 ml,750,750,Vin blanc,Rosé Wine,http://s7d9.scene7.com/is/image/SAQ/336503-1,https://dx5vpyka4lqst.cloudfront.net/products/385641/images/full.jpeg
Blackstone Pinot Noir,Blackstone Pinot Noir,19.1,16,3.1,0.19,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10544811-1,https://dx5vpyka4lqst.cloudfront.net/products/358937/images/full.jpeg
Bodegas Benjamin de Rothschild & Vega Sicilia Macan Rioja 2010,Macán 2009,82.75,213,-130.25,-0.61,750 ml,750,1500,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/12479936-1,
"Bodegas Mauro, Mauro 2010",Prima 2012,52.0,19,33.0,1.74,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/12140705-1,https://dx5vpyka4lqst.cloudfront.net/products/80762/images/full.jpeg
"Bodegas Mauro, Mauro 2010",San Román 2006,52.0,54,-2.0,-0.04,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/12140705-1,https://dx5vpyka4lqst.cloudfront.net/products/250985/images/full.jpeg
Bolla Valpolicella Classico,Bolla Valpolicella Classico,16.05,12,4.05,0.34,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/16840-1,https://dx5vpyka4lqst.cloudfront.net/products/16840/images/full.jpeg
Bolla Valpolicella Classico,Bolla Amarone Della Valpolicella Classico DOC,16.05,36,-19.95,-0.55,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/16840-1,https://dx5vpyka4lqst.cloudfront.net/products/352757/images/full.jpeg
Bollinger Brut,Bollinger Special Cuvée Brut Champagne,96.25,75,21.25,0.28,750 ml,750,750,Champagne rosé,Champagne,http://s7d9.scene7.com/is/image/SAQ/10955741-1,https://dx5vpyka4lqst.cloudfront.net/products/384529/images/full.jpeg
Bollinger Brut,Bollinger Brut Rosé Champagne,96.25,101,-4.75,-0.05,750 ml,750,750,Champagne rosé,Champagne,http://s7d9.scene7.com/is/image/SAQ/10955741-1,https://dx5vpyka4lqst.cloudfront.net/products/100503/images/full.jpeg
Bollinger Spécial Cuvée Brut,Bollinger Special Cuvée Brut Champagne,74.25,75,-0.75,-0.01,750 ml,750,750,Champagne,Champagne,http://s7d9.scene7.com/is/image/SAQ/384529-1,https://dx5vpyka4lqst.cloudfront.net/products/384529/images/full.jpeg
Bols Blue,Bols Blue Curacao,19.95,17,2.95,0.17,750 ml,750,750,Boisson alcoolisée,Liqueur/Liquor,http://s7d9.scene7.com/is/image/SAQ/10212699-1,https://dx5vpyka4lqst.cloudfront.net/products/306076/images/full.jpeg
Bombay Sapphire,Bombay Sapphire London Dry,27.25,39,-11.75,-0.3,750 ml,750,1140,Dry gin,Gin,http://s7d9.scene7.com/is/image/SAQ/316844-1,https://dx5vpyka4lqst.cloudfront.net/products/217281/images/full.jpeg
Bombay Sapphire,Bombay Sapphire London Dry Gin,27.25,28,-0.75,-0.03,750 ml,750,750,Dry gin,Gin,http://s7d9.scene7.com/is/image/SAQ/316844-1,https://dx5vpyka4lqst.cloudfront.net/products/316844/images/full.jpeg
Bombay Sapphire,Bombay Sapphire London Dry Gin,27.25,58,-30.75,-0.53,750 ml,750,1750,Dry gin,Gin,http://s7d9.scene7.com/is/image/SAQ/316844-1,https://dx5vpyka4lqst.cloudfront.net/products/582973/images/full.jpeg
Bombay Sapphire,Bombay Sapphire East,27.25,31,-3.75,-0.12,750 ml,750,750,Dry gin,Gin,http://s7d9.scene7.com/is/image/SAQ/316844-1,https://dx5vpyka4lqst.cloudfront.net/products/319673/images/full.jpeg
Bombay Sapphire,Bombay Sapphire London Dry Gin,27.25,15,12.25,0.82,750 ml,750,375,Dry gin,Gin,http://s7d9.scene7.com/is/image/SAQ/316844-1,https://dx5vpyka4lqst.cloudfront.net/products/637058/images/full.jpeg
Bombay Sapphire,Bombay Sapphire Gin,27.25,8,19.25,2.41,750 ml,750,200,Dry gin,Gin,http://s7d9.scene7.com/is/image/SAQ/316844-1,https://dx5vpyka4lqst.cloudfront.net/products/260844/images/full.jpeg
Bombay Sapphire East,Bombay Sapphire East,31.5,31,0.5,0.02,750 ml,750,750,Dry gin,Gin,http://s7d9.scene7.com/is/image/SAQ/12275861-1,https://dx5vpyka4lqst.cloudfront.net/products/319673/images/full.jpeg
Bonny Doon Le cigare Volant 2009,Bonny Doon Le Cigare Volant 2008,49.5,39,10.5,0.27,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10253386-1,
Boris,Boris Beer,40.25,9,31.25,3.47,750 ml,750,1500,Vodka,Lager,http://s7d9.scene7.com/is/image/SAQ/11879073-1,https://dx5vpyka4lqst.cloudfront.net/products/643072/images/full.jpeg
Boris,Boris Bold,40.25,3,37.25,12.42,750 ml,750,500,Vodka,Lager,http://s7d9.scene7.com/is/image/SAQ/11879073-1,https://dx5vpyka4lqst.cloudfront.net/products/676312/images/full.jpeg
Boschendal 1685 Chardonnay 2013,Boschendal 1685 Chardonnay,17.3,14,3.3,0.24,750 ml,750,750,Vin blanc,White Wine,http://s7d9.scene7.com/is/image/SAQ/935833-1,https://dx5vpyka4lqst.cloudfront.net/products/367698/images/full.jpeg
Bottega Petalo Il Vino dell'Amore Moscato,Bottega Petalo Il Vino Dell'Amore Moscato,15.65,12,3.65,0.3,750 ml,750,750,Vin mousseux,Sparkling Wine,http://s7d9.scene7.com/is/image/SAQ/884270-1,https://dx5vpyka4lqst.cloudfront.net/products/588780/images/full.jpeg
Bouchard Père & Fils Côte de Beaune-Villages 2012,Bouchard Père & Fils Côte de Beaune-Villages 2013,28.65,29,-0.35,-0.01,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/864397-1,https://dx5vpyka4lqst.cloudfront.net/products/714998/images/full.jpeg
Bouchard Père & Fils Gevrey-Chambertin 2012,Bouchard Père & Fils Gevrey-Chambertin 2011,53.5,54,-0.5,-0.01,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/918284-1,https://dx5vpyka4lqst.cloudfront.net/products/661330/images/full.jpeg
Bouchard Père & Fils Mâcon,Bouchard Père & Fils Macon-Lugny Saint-Pierre,16.45,16,0.45,0.03,750 ml,750,750,Vin rouge,White Wine,http://s7d9.scene7.com/is/image/SAQ/41350-1,https://dx5vpyka4lqst.cloudfront.net/products/51573/images/full.jpeg
Boulard,Calvados Boulard Pays D'Auge,47.5,49,-1.5,-0.03,750 ml,750,750,Calvados Pays d'Auge,Eau-de-Vie,http://s7d9.scene7.com/is/image/SAQ/38414-1,https://dx5vpyka4lqst.cloudfront.net/products/296228/images/full.jpeg
Boulard,Boulard Pays D'Auge XO Calvados,47.5,62,-14.5,-0.23,750 ml,750,500,Calvados Pays d'Auge,Brandy,http://s7d9.scene7.com/is/image/SAQ/38414-1,https://dx5vpyka4lqst.cloudfront.net/products/960773/images/full.jpeg
Boutari Nemea 2013,Boutari Agiorgitiko Nemea Red,14.1,11,3.1,0.28,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/281956-1,https://dx5vpyka4lqst.cloudfront.net/products/172148/images/full.jpeg
Brolio Chianti-Classico,Barone Ricasoli Castello Di Brolio Chianti Classico 2010,22.95,60,-37.05,-0.62,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/3962-1,
Brolio Chianti-Classico,Ricasoli Brolio Chianti Classico 2010,22.95,23,-0.05,-0.0,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/3962-1,https://dx5vpyka4lqst.cloudfront.net/products/3962/images/full.jpeg
Brumont Gros Manseng / Sauvignon,Brumont Sauvignon Blanc Gros Manseng,13.8,12,1.8,0.15,750 ml,750,750,Vin blanc,White Wine,http://s7d9.scene7.com/is/image/SAQ/548883-1,https://dx5vpyka4lqst.cloudfront.net/products/297234/images/full.jpeg
Buena Vista The Count 2012,Buena Vista the Count Founder's Red 2012,25.5,24,1.5,0.06,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/12501793-1,https://dx5vpyka4lqst.cloudfront.net/products/382267/images/full.jpeg
Bula Montsant 2013,Bula 2011,18.9,16,2.9,0.18,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/11666852-1,
Bulleit Frontier Bourbon,Bulleit Bourbon Frontier Whiskey,35.75,38,-2.25,-0.06,750 ml,750,750,Whiskey américain,Whisky/Whiskey,http://s7d9.scene7.com/is/image/SAQ/11155956-1,https://dx5vpyka4lqst.cloudfront.net/products/54866/images/full.jpeg
C'est la Vie Pinot Noir / Syrah,C'Est La Vie! Pinot Noir Syrah,13.95,11,2.95,0.27,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10846026-1,https://dx5vpyka4lqst.cloudfront.net/products/166934/images/full.jpeg
Campari,Sella & Mosca Cannonau Di Sardegna Riserva,26.3,17,9.3,0.55,750 ml,750,750,Liqueur amère,Red Wine,http://s7d9.scene7.com/is/image/SAQ/277954-1,https://dx5vpyka4lqst.cloudfront.net/products/425488/images/full.jpeg
Campari,Campari Aperitivo,26.3,26,0.3,0.01,750 ml,750,750,Liqueur amère,Liqueur/Liquor,http://s7d9.scene7.com/is/image/SAQ/277954-1,https://dx5vpyka4lqst.cloudfront.net/products/277954/images/full.jpeg
Campari,Enrico Serafino Barbaresco DOCG,26.3,20,6.3,0.32,750 ml,750,750,Liqueur amère,Red Wine,http://s7d9.scene7.com/is/image/SAQ/277954-1,https://dx5vpyka4lqst.cloudfront.net/products/341156/images/full.jpeg
Campari,Cynar,26.3,25,1.3,0.05,750 ml,750,1000,Liqueur amère,Liqueur/Liquor,http://s7d9.scene7.com/is/image/SAQ/277954-1,
Campari,S&M Alghero Rosato Rose,26.3,7,19.3,2.76,750 ml,750,750,Liqueur amère,Rosé Wine,http://s7d9.scene7.com/is/image/SAQ/277954-1,https://dx5vpyka4lqst.cloudfront.net/products/367417/images/full.jpeg
Campari,Teruzzi & Puthod Vernaccia Di San Gimignano 2013,26.3,15,11.3,0.75,750 ml,750,750,Liqueur amère,White Wine,http://s7d9.scene7.com/is/image/SAQ/277954-1,https://dx5vpyka4lqst.cloudfront.net/products/316976/images/full.jpeg
Campo Viejo Rioja,Campo Viejo Rioja Tempranillo,15.35,14,1.35,0.1,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/11462446-1,https://dx5vpyka4lqst.cloudfront.net/products/342006/images/full.jpeg
Campo Viejo Rioja,Campo Viejo Rioja Reserva,15.35,17,-1.65,-0.1,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/11462446-1,https://dx5vpyka4lqst.cloudfront.net/products/137810/images/full.jpeg
Campo Viejo Rioja,Campo Viejo Tempranillo Rose,15.35,9,6.35,0.71,750 ml,750,750,Vin rouge,Rosé Wine,http://s7d9.scene7.com/is/image/SAQ/11462446-1,https://dx5vpyka4lqst.cloudfront.net/products/175620/images/full.jpeg
Campo Viejo Rioja,Campo Viejo Crianza,15.35,14,1.35,0.1,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/11462446-1,
Campolieti Ripasso 2012,Luigi Righetti Campolieti Ripasso Valpolicella Classico Superiore 2012,17.95,18,-0.05,-0.0,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/964569-1,https://dx5vpyka4lqst.cloudfront.net/products/695890/images/full.jpeg
Canadian Club Premium,Canadian Club Premium,23.65,38,-14.35,-0.38,750 ml,750,1140,Whisky canadien,Whisky/Whiskey,http://s7d9.scene7.com/is/image/SAQ/42-1,https://dx5vpyka4lqst.cloudfront.net/products/217687/images/full.jpeg
Canadian Club Premium,Canadian Club Premium,23.65,26,-2.35,-0.09,750 ml,750,750,Whisky canadien,Whisky/Whiskey,http://s7d9.scene7.com/is/image/SAQ/42-1,https://dx5vpyka4lqst.cloudfront.net/products/103341/images/full.jpeg
Canadian Club Premium,Canadian Club Premium Gift Pack With 2 Glasses,23.65,29,-5.35,-0.18,750 ml,750,750,Whisky canadien,Whisky/Whiskey,http://s7d9.scene7.com/is/image/SAQ/42-1,https://dx5vpyka4lqst.cloudfront.net/products/287045/images/full.jpeg
Canadian Club Premium,Canadian Club Premium With 4 Glasses,23.65,29,-5.35,-0.18,750 ml,750,750,Whisky canadien,Whisky/Whiskey,http://s7d9.scene7.com/is/image/SAQ/42-1,
Canonica a Cerreto Sandiavolo 2008,Canonica a Cerreto Sandiavolo 2006,27.4,27,0.4,0.01,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/12159289-1,https://dx5vpyka4lqst.cloudfront.net/products/270256/images/full.jpeg
Cantine due Palme Primitivo 2013,Cantine Due Palme Primitivo 2012,16.55,15,1.55,0.1,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10675378-1,https://dx5vpyka4lqst.cloudfront.net/products/658351/images/full.jpeg
Caprili Brunello-di-Montalcino 2009,Caprili Brunello Di Montalcino 2009,50.5,44,6.5,0.15,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/11334065-1,https://dx5vpyka4lqst.cloudfront.net/products/398073/images/full.jpeg
Captain Morgan Black,Captain Morgan Black Spiced Rum,29.25,29,0.25,0.01,750 ml,750,750,Rhum épicé,Rum,http://s7d9.scene7.com/is/image/SAQ/11741390-1,https://dx5vpyka4lqst.cloudfront.net/products/283929/images/full.jpeg
Captain Morgan Original,Captain Morgan Original Spiced Rum Pet,27.5,28,-0.5,-0.02,750 ml,750,750,Rhum épicé,Rum,http://s7d9.scene7.com/is/image/SAQ/500512-1,https://dx5vpyka4lqst.cloudfront.net/products/318709/images/full.jpeg
Captain Morgan Original,Captain Morgan Original Spiced Rum,27.5,9,18.5,2.06,750 ml,750,200,Rhum épicé,Rum,http://s7d9.scene7.com/is/image/SAQ/500512-1,https://dx5vpyka4lqst.cloudfront.net/products/225573/images/full.jpeg
Captain Morgan Silver,Captain Morgan Silver Spiced Rum,25.95,27,-1.05,-0.04,750 ml,750,750,Rhum épicé,Rum,http://s7d9.scene7.com/is/image/SAQ/11975284-1,https://dx5vpyka4lqst.cloudfront.net/products/283911/images/full.jpeg
Carm Douro 2012,Quinta Nova de Nossa Senhora Do Carmo Lbv Port 2009,18.0,28,-10.0,-0.36,750 ml,750,750,Vin rouge,Fortified Wines,http://s7d9.scene7.com/is/image/SAQ/10540297-1,https://dx5vpyka4lqst.cloudfront.net/products/398792/images/full.jpeg
Carm Douro 2012,Quinta Nova de Nossa Senhora Do Carmo Grande Reserva Touriga Nacional 2009,18.0,79,-61.0,-0.77,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10540297-1,
Carm Douro 2012,Quinta Nova Grande Reserva Classico 2009,18.0,88,-70.0,-0.8,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10540297-1,
Carm Douro 2012,Quinta Nova de Nossa Senhora Do Carmo Referéncia Grande Reserva 2009,18.0,89,-71.0,-0.8,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10540297-1,
Carm Grande Reserva Douro 2010,Quinta Nova de Nossa Senhora Do Carmo Grande Reserva Touriga Nacional 2009,40.25,79,-38.75,-0.49,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/11767127-1,
Carm Grande Reserva Douro 2010,Quinta Nova Grande Reserva Classico 2009,40.25,88,-47.75,-0.54,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/11767127-1,
Carm Grande Reserva Douro 2010,Quinta Nova de Nossa Senhora Do Carmo Referéncia Grande Reserva 2009,40.25,89,-48.75,-0.55,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/11767127-1,
Carmen Reserva Carmenère,Casillero del Diablo Reserva Carmenere,13.95,13,0.95,0.07,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10967645-1,https://dx5vpyka4lqst.cloudfront.net/products/620666/images/full.jpeg
Carmen Reserva Carmenère,Santa Rita Reserva Carmenère,13.95,13,0.95,0.07,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10967645-1,https://dx5vpyka4lqst.cloudfront.net/products/177774/images/full.jpeg
Carmen Reserva Carmenère,Montgras Carmenere Reserva,13.95,11,2.95,0.27,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10967645-1,https://dx5vpyka4lqst.cloudfront.net/products/178624/images/full.jpeg
Carmen Reserva Carmenère,Carmen Reserva Carmenere,13.95,11,2.95,0.27,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10967645-1,https://dx5vpyka4lqst.cloudfront.net/products/169052/images/full.jpeg
Carmen Reserva Carmenère,Santa Alicia Carmenere Reserva,13.95,12,1.95,0.16,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10967645-1,https://dx5vpyka4lqst.cloudfront.net/products/309302/images/full.jpeg
Carmen Reserva Carmenère,Santa Rita Medalla Real Gran Reserva Carmenere,13.95,17,-3.05,-0.18,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10967645-1,https://dx5vpyka4lqst.cloudfront.net/products/392720/images/full.jpeg
Carmen Reserva Carmenère,Santa Carolina Reserva Carmenère,13.95,12,1.95,0.16,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10967645-1,https://dx5vpyka4lqst.cloudfront.net/products/57133/images/full.jpeg
Carmen Reserva Carmenère,Viña Tarapacá Gran Reserva Carmenère 2012,13.95,17,-3.05,-0.18,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10967645-1,https://dx5vpyka4lqst.cloudfront.net/products/57513/images/full.jpeg
Carmen Reserva Carmenère,Falernia Reserva Carmenère 2012,13.95,17,-3.05,-0.18,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10967645-1,https://dx5vpyka4lqst.cloudfront.net/products/269175/images/full.jpeg
Carmen Reserva Carmenère,Chilensis Reserva Carmenère,13.95,14,-0.05,-0.0,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10967645-1,
Carmen Reserva Carmenère,Ventisquero Queulat Gran Reserva Single Vineyard Carmenère 2011,13.95,15,-1.05,-0.07,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10967645-1,https://dx5vpyka4lqst.cloudfront.net/products/243386/images/full.jpeg
Carmen Reserva Carmenère,Tamaya Gran Reserva Carménère 2011,13.95,21,-7.05,-0.34,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10967645-1,https://dx5vpyka4lqst.cloudfront.net/products/371104/images/full.jpeg
Carmen Reserva Carmenère,Santa Carolina Reserva de Familia Carmenère 2010,13.95,18,-4.05,-0.22,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10967645-1,https://dx5vpyka4lqst.cloudfront.net/products/34942/images/full.jpeg
Carmen Reserva Carmenère,De Martino Legado Reserva Carmenère 2010,13.95,15,-1.05,-0.07,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10967645-1,
Carmen Reserva Carmenère,Casas del Bosque Reserva Carmenère 2012,13.95,14,-0.05,-0.0,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10967645-1,https://dx5vpyka4lqst.cloudfront.net/products/205872/images/full.jpeg
Carmen Reserva Carmenère,Trio Reserva Merlot / Carmenère / Syrah 2012,13.95,14,-0.05,-0.0,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10967645-1,
Carmen Reserva Carmenère,Undurraga Aliwen Reserva Cabernet Sauvignon / Carmenère 2012,13.95,14,-0.05,-0.0,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10967645-1,https://dx5vpyka4lqst.cloudfront.net/products/371146/images/full.jpeg
Carmen Reserva Carmenère,Carmen Gran Reserva Carmenère 2011,13.95,17,-3.05,-0.18,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10967645-1,https://dx5vpyka4lqst.cloudfront.net/products/439166/images/full.jpeg
Carmen Reserva Carmenère,Terra Noble Gran Reserva Carmenère 2009,13.95,13,0.95,0.07,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10967645-1,
Carmen Reserva Carmenère,Mayu Gran Reserva Carmenère 2011,13.95,19,-5.05,-0.27,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10967645-1,
Carnivor Cabernet-Sauvignon,Carnivor Cabernet Sauvignon,18.0,16,2.0,0.13,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/11975090-1,https://dx5vpyka4lqst.cloudfront.net/products/392647/images/full.jpeg
Carpenè Malvolti Cuvée Brut,Carpenè Malvolti Cuvée Brut Conegliano Valdobbiadene Prosecco Superiore,15.2,16,-0.8,-0.05,750 ml,750,750,Vin mousseux,Sparkling Wine,http://s7d9.scene7.com/is/image/SAQ/591289-1,https://dx5vpyka4lqst.cloudfront.net/products/727438/images/full.jpeg
Carpineto Chianti-Classico,Carpineto Chianti Classico 2010,19.35,19,0.35,0.02,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/478891-1,
Carpineto Dogajolo,Carpineto Dogajolo Rosso Toscano IGT,15.6,14,1.6,0.11,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/978874-1,https://dx5vpyka4lqst.cloudfront.net/products/361501/images/full.jpeg
Carpineto Dogajolo,Carpineto Dogajolo Rosato 2013,15.6,14,1.6,0.11,750 ml,750,750,Vin rouge,Rosé Wine,http://s7d9.scene7.com/is/image/SAQ/978874-1,https://dx5vpyka4lqst.cloudfront.net/products/699934/images/full.jpeg
Carpineto Dogajolo Rosato 2014,Carpineto Dogajolo Rosato 2013,15.85,14,1.85,0.13,750 ml,750,750,Vin rosé,Rosé Wine,http://s7d9.scene7.com/is/image/SAQ/10263189-1,https://dx5vpyka4lqst.cloudfront.net/products/699934/images/full.jpeg
Casa Dos Vinhos,Casa Dos Vinhos 5 Year Old Madeira,20.85,19,1.85,0.1,750 ml,750,750,Madère,Fortified Wines,http://s7d9.scene7.com/is/image/SAQ/87585-1,https://dx5vpyka4lqst.cloudfront.net/products/27375/images/full.jpeg
Casillero del Diablo Cabernet-Sauvignon,Casillero del Diablo Reserva Cabernet Sauvignon,13.95,13,0.95,0.07,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/278416-1,https://dx5vpyka4lqst.cloudfront.net/products/278416/images/full.jpeg
Casillero del Diablo Cabernet-Sauvignon,Casillero del Diablo Reserva Cabernet Sauvignon,13.95,24,-10.05,-0.42,750 ml,750,1500,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/278416-1,https://dx5vpyka4lqst.cloudfront.net/products/61663/images/full.jpeg
Castano Hecula,"Bodegas Castano Hecula, Yecla",14.05,12,2.05,0.17,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/11676671-1,https://dx5vpyka4lqst.cloudfront.net/products/300673/images/full.jpeg
Castelgiocondo Brunello-di-Montalcino 2009,Castelgiocondo Brunello Di Montalcino,51.25,49,2.25,0.05,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10875185-1,https://dx5vpyka4lqst.cloudfront.net/products/650432/images/full.jpeg
Castelgiocondo Brunello-di-Montalcino 2009,Castelgiocondo Ripe Al Convento Riserva Brunello Di Montalcino 2007,51.25,120,-68.75,-0.57,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10875185-1,
Castelgiocondo Ripe Convento Riserva Brunello-di-Montalcino 2007,Castelgiocondo Ripe Al Convento Riserva Brunello Di Montalcino 2007,100.0,120,-20.0,-0.17,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/10234126-1,
Castello di Ama Riserva Chianti-Classico 2009,Castello Di Ama Riserva Chianti Classico 2009,39.0,16,23.0,1.44,750 ml,750,375,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/11315403-1,https://dx5vpyka4lqst.cloudfront.net/products/403824/images/full.jpeg
Castello di Bossi Corbaia 2008,Castello Di Bossi Corbaia 2009,55.75,65,-9.25,-0.14,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/12108713-1,
Castello di Bossi Corbaia 2008,Castello Di Bossi Corbaia 2007,55.75,63,-7.25,-0.12,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/12108713-1,
Castello di Brolio Chianti-Classico 2010,Barone Ricasoli Castello Di Brolio Chianti Classico 2010,49.5,60,-10.5,-0.18,750 ml,750,750,Vin rouge,Red Wine,http://s7d9.scene7.com/is/image/SAQ/12249292-1,
