Numéro,Nom,Catégorie,Sous-catégorie,Origine,Volume,Prix,Inventaire,Inventaire (quantité en ml),Inventaire (cents),Inventaire ($)
185710,Small Cask Brandy,Spirits,Brandy,"Canada, Region Not Specified",200,7.9,9084,1816800,7176360,"71 763,60 $"
107235,Panama Jack's Butter Caramel Cream,Wine,Specialty Wines,"Canada, Region Not Specified",750,17.95,2422,1816500,4347490,"43 474,90 $"
382887,Mastronardi White Sangria,Wine,Specialty Wines,"Canada, Ontario",750,9.94,2421,1815750,2406474,"24 064,74 $"
113894,Southern Comfort,Spirits,Liqueur/Liquor,"USA, Region Not Specified",750,25.55,2420,1815000,6183100,"61 831,00 $"
293068,Southern Comfort,Spirits,Liqueur/Liquor,"USA, Region Not Specified",375,14.0,4839,1814625,6774600,"67 746,00 $"
724674,Coppi Peucetico Primitivo 2008,Wine,Red Wine,"Italy, Puglia",750,13.95,2418,1813500,3373110,"33 731,10 $"
39974,Flat Rock Pink Twisted Rosé 2014,Wine,Rosé Wine,"Canada, Ontario",750,16.95,2418,1813500,4098510,"40 985,10 $"
383513,Victoria's Empirical Pale Ale,Beer,Ale,"Canada, Ontario",500,4.45,3626,1813000,1613570,"16 135,70 $"
267161,Jose Cuervo Especial Gold,Spirits,Tequila,"Mexico, Region Not Specified",375,19.85,4830,1811250,9587550,"95 875,50 $"
214742,Tahbilk Estate Shiraz 2010,Wine,Red Wine,"Australia, Victoria",750,22.95,2415,1811250,5542425,"55 424,25 $"
353672,Hockley Classic,Beer,Ale,"Canada, Ontario",473,2.54,3829,1811117,972566,"9 725,66 $"
366666,El Dorado 8 YO Cask Aged Demerara Rum,Spirits,Rum,"Guyana, Region Not Specified",750,29.6,2411,1808250,7136560,"71 365,60 $"
387241,David Rocco Dolce Vita Pinot Grigio IGT,Wine,White Wine,"Italy, Veneto",750,13.95,2408,1806000,3359160,"33 591,60 $"
744714,Paolo Conterno Bricco Barbera D'Alba 2013,Wine,Red Wine,"Italy, Piedmont",750,18.95,2407,1805250,4561265,"45 612,65 $"
75291,Weihenstephaner Hefeweissbier,Beer,Ale,"Germany, Region Not Specified",500,3.55,3609,1804500,1281195,"12 811,95 $"
8979,Rodet Cotes Du Rhone Aoc,Wine,Red Wine,"France, Rhône",750,13.95,2406,1804500,3356370,"33 563,70 $"
367292,Amaral Sauvignon Blanc,Wine,White Wine,"Chile, San Antonio Valley",750,13.85,2405,1803750,3330925,"33 309,25 $"
218875,Domaine Jean Bousquet Cabernet Sauvignon Organic,Wine,Red Wine,"Argentina, Region Not Specified",750,12.9,2403,1802250,3099870,"30 998,70 $"
145128,Mission Hill Five Vineyards Pinot Noir,Wine,Red Wine,"Canada, British Columbia",750,17.45,2403,1802250,4193235,"41 932,35 $"
370437,Frank's Redhot Caesar Sweet Chili Lime,Ready-to-Drink/Coolers,Coolers,"USA, Michigan",1420,10.7,1268,1800560,1356760,"13 567,60 $"
213934,Georges Duboeuf Beaujolais Brouilly,Wine,Red Wine,"France, Burgundy",750,17.95,2400,1800000,4308000,"43 080,00 $"
522649,Patriarche Pinot Noir Pays D'Oc,Wine,Red Wine,"France, Region Not Specified",750,11.45,2395,1796250,2742275,"27 422,75 $"
372177,Raimat Castell de Raimat Tempranillo,Wine,Red Wine,"Spain, Costers del Segre",750,14.95,2395,1796250,3580525,"35 805,25 $"
31120,Osborne Santa Maria Cream Sherry,Wine,Fortified Wines,"Spain, Region Not Specified",750,12.95,2394,1795500,3100230,"31 002,30 $"
403667,Boschendal 1685 S & M Shiraz / Mourvèdre 2013,Wine,Red Wine,"South Africa, Coastal Region",750,19.95,2393,1794750,4774035,"47 740,35 $"
573311,Godiva White Chocolate Cream,Spirits,Liqueur/Liquor,"USA, Region Not Specified",750,31.95,2393,1794750,7645635,"76 456,35 $"
517383,Jack Daniel's Tennessee Whiskey,Spirits,Whisky/Whiskey,"USA, Tennessee",3000,139.94,597,1791000,8354418,"83 544,18 $"
366070,Schneider Weisse,Beer,Ale,"Germany, Region Not Specified",500,3.05,3580,1790000,1091900,"10 919,00 $"
378711,Daura Damm Gluten Reduced,Beer,Lager,"Spain, Region Not Specified",1980,13.0,904,1789920,1175200,"11 752,00 $"
281212,Mission Hill Five Vineyards Chardonnay VQA,Wine,White Wine,"Canada, British Columbia",750,15.95,2381,1785750,3797695,"37 976,95 $"
958975,Mer Soleil Reserve Chardonnay 2013,Wine,White Wine,"USA, California",750,34.95,2380,1785000,8318100,"83 181,00 $"
307744,O'Leary Cabernet Merlot VQA,Wine,Red Wine,"Canada, Ontario",750,14.95,2380,1785000,3558100,"35 581,00 $"
58594,Angels Gate Gewurztraminer VQA,Wine,White Wine,"Canada, Ontario",750,13.95,2375,1781250,3313125,"33 131,25 $"
415307,Dan Aykroyd Cabernet Sauvignon VQA,Wine,Red Wine,"Canada, Ontario",750,14.95,2374,1780500,3549130,"35 491,30 $"
119529,Château La Croix de Queynac Bordeaux Rosé 2014,Wine,Rosé Wine,"France, Bordeaux",750,15.95,2372,1779000,3783340,"37 833,40 $"
292151,Louis M. Martini Cabernet Sauvignon Sonoma County,Wine,Red Wine,"USA, California",750,18.95,2371,1778250,4493045,"44 930,45 $"
32425,Tanqueray Dry Gin,Spirits,Gin,"United Kingdom, England",375,15.25,4739,1777125,7226975,"72 269,75 $"
272724,Three Olives Cake,Spirits,Vodka,"United Kingdom, England",750,26.35,2366,1774500,6234410,"62 344,10 $"
397539,Boodles Gin,Spirits,Gin,"United Kingdom, England",750,29.95,2365,1773750,7083175,"70 831,75 $"
317024,Cool Beer,Beer,Lager,"Canada, Ontario",3100,16.5,572,1773200,943800,"9 438,00 $"
365221,Santa Julia+ Chardonnay,Wine,White Wine,"Argentina, Mendoza",750,10.9,2361,1770750,2337390,"23 373,90 $"
465435,Robert Mondavi Private Selection Pinot Noir,Wine,Red Wine,"USA, California",750,17.95,2360,1770000,4236200,"42 362,00 $"
534255,Beringer Founders' Estate Merlot,Wine,Red Wine,"USA, Region Not Specified",750,17.95,2359,1769250,4234405,"42 344,05 $"
292110,La Mascota Cabernet Sauvignon,Wine,Red Wine,"Argentina, Region Not Specified",750,13.95,2358,1768500,3289410,"32 894,10 $"
277954,Campari Aperitivo,Spirits,Liqueur/Liquor,"Italy, Region Not Specified",750,26.95,2357,1767750,6352115,"63 521,15 $"
407528,Philippe de Rothschild Chardonnay Pays D'Oc,Wine,White Wine,"France, Region Not Specified",750,12.05,2357,1767750,2840185,"28 401,85 $"
419754,Epiphany 2 Imperial Pilsner,Beer,Lager,"Canada, Ontario",650,8.94,2714,1764100,2426316,"24 263,16 $"
415745,Nobilo Regional Collection Sauvignon Blanc,Wine,White Wine,"New Zealand, Marlborough",750,16.95,2351,1763250,3984945,"39 849,45 $"
158014,Flor de Cana Centenario 12 Year Old Rum,Spirits,Rum,"Nicaragua, Region Not Specified",750,39.95,2348,1761000,9380260,"93 802,60 $"
232652,Lamadrid Single Vineyard Bonarda 2011,Wine,Red Wine,"Argentina, Mendoza",750,13.75,2348,1761000,3228500,"32 285,00 $"
410696,Le Arche Rossogrande 2012,Wine,Red Wine,"Italy, Veneto",750,15.95,2345,1758750,3740275,"37 402,75 $"
160945,Tilia Malbec,Wine,Red Wine,"Argentina, Region Not Specified",750,13.05,2344,1758000,3058920,"30 589,20 $"
215814,Codorniu Brut Clasico Sparkling,Wine,Sparkling Wine,"Spain, Penedès",750,13.95,2343,1757250,3268485,"32 684,85 $"
53876,Villa Antinori Toscana IGT,Wine,Red Wine,"Italy, Tuscany",750,25.35,2342,1756500,5936970,"59 369,70 $"
395970,Tag NO.5. Frosted Maple,Spirits,Vodka,"Canada, Ontario",750,26.35,2341,1755750,6168535,"61 685,35 $"
342352,Sleeman Clear,Beer,Lager,"Canada, Ontario",8520,39.95,206,1755120,822970,"8 229,70 $"
139667,Gibson's Finest Rare 12 Year Old Whisky,Spirits,Whisky/Whiskey,"Canada, Region Not Specified",375,16.5,4680,1755000,7722000,"77 220,00 $"
320358,Smirnoff Light Raspberry Pomegranate Sorbet Vodka,Spirits,Vodka,"USA, Region Not Specified",750,26.35,2340,1755000,6165900,"61 659,00 $"
343103,Lake of Bays River Walker Summer Ale,Beer,Ale,"Canada, Ontario",750,9.94,2340,1755000,2325960,"23 259,60 $"
394577,Fiol Prosecco DOC,Wine,Sparkling Wine,"Italy, Veneto",750,15.6,2338,1753500,3647280,"36 472,80 $"
367821,Douglas Green Sauvignon Blanc,Wine,White Wine,"South Africa, Wellington",750,11.0,2337,1752750,2570700,"25 707,00 $"
162602,Château Des Charmes Estate Bottled Cabernet Franc VQA,Wine,Red Wine,"Canada, Ontario",750,13.95,2334,1750500,3255930,"32 559,30 $"
318931,"Mayor de Castilla Crianza, Ribera del Duero",Wine,Red Wine,"Spain, Ribera del Duero",750,14.95,2330,1747500,3483350,"34 833,50 $"
974402,Provolo Campotorbian Ripasso Valpolicella Classico Superiore 2009,Wine,Red Wine,"Italy, Veneto",750,19.95,2328,1746000,4644360,"46 443,60 $"
336735,Baden Gewurztraminer Qba,Wine,White Wine,"Germany, Baden",750,10.95,2328,1746000,2549160,"25 491,60 $"
324228,Stoneleigh Latitude Sauvignon Blanc 2014,Wine,White Wine,"New Zealand, Marlborough",750,21.95,2328,1746000,5109960,"51 099,60 $"
243352,Kressmann Selection Chardonnay,Wine,White Wine,"France, South of France",750,9.94,2326,1744500,2312044,"23 120,44 $"
924225,Lakeport Pilsener,Beer,Lager,"Canada, Ontario",4092,19.95,426,1743192,849870,"8 498,70 $"
164731,Graffigna Centenario Reserve Shiraz,Wine,Red Wine,"Argentina, Region Not Specified",750,13.95,2323,1742250,3240585,"32 405,85 $"
416388,Crown Royal,Spirits,Whisky/Whiskey,"USA, Region Not Specified",200,9.25,8710,1742000,8056750,"80 567,50 $"
389866,Santa Carolina Reserva Cabernet Sauvignon,Wine,Red Wine,"Chile, Region Not Specified",375,6.95,4645,1741875,3228275,"32 282,75 $"
4382,Brights 74 Tawny,Wine,Fortified Wines,"Canada, Region Not Specified",750,8.94,2322,1741500,2075868,"20 758,68 $"
179432,Tini Sangiovese Romagna DOC,Wine,Red Wine,"Italy, Emilia-Romagna",750,10.95,2319,1739250,2073186,"20 731,86 $"
238733,Sledgehammer Cabernet Sauvignon,Wine,Red Wine,"USA, California",750,16.95,2318,1738500,3929010,"39 290,10 $"
56580,Bouchard Père & Fils Pouilly-Fuisse,Wine,White Wine,"France, Burgundy",750,28.95,2317,1737750,6707715,"67 077,15 $"
910000,Sleeman Cream Ale,Beer,Hybrid,"Canada, Ontario",4092,22.95,424,1735008,973080,"9 730,80 $"
621680,French Rabbit Cabernet Sauvignon Carton Pays D'Oc,Wine,Red Wine,"France, Region Not Specified",1000,12.95,1735,1735000,2246825,"22 468,25 $"
269985,Illuminati Riparosso Mont D'Abruzzo DOC,Wine,Red Wine,"Italy, Abruzzo",750,13.8,2310,1732500,3187800,"31 878,00 $"
215020,El Dorado 5 Years Old Rum,Spirits,Rum,"Guyana, Region Not Specified",1140,39.65,1519,1731660,5794985,"57 949,85 $"
394361,Re-Think Dry Riesling,Wine,White Wine,"Germany, Mosel-Saar-Ruwer",750,12.8,2308,1731000,2954240,"29 542,40 $"
615658,Carling Lager,Beer,Lager,"Canada, Ontario",6138,25.5,282,1730916,719100,"7 191,00 $"
83253,Kourtakis Apelia Moschofilero White Igp,Wine,White Wine,"Greece, Region Not Specified",1500,13.95,1153,1729500,1608435,"16 084,35 $"
145086,Mission Hill Five Vineyards Sauvignon Blanc VQA,Wine,White Wine,"Canada, British Columbia",750,15.95,2306,1729500,3678070,"36 780,70 $"
183947,Mitolo Junior Shiraz,Wine,Red Wine,"Australia, Region Not Specified",750,17.95,2301,1725750,4130295,"41 302,95 $"
217067,Galliano,Spirits,Liqueur/Liquor,"Netherlands, Region Not Specified",375,17.45,4600,1725000,8027000,"80 270,00 $"
27268,Jekel Pinot Noir 2012,Wine,Red Wine,"USA, California",750,19.95,2300,1725000,4588500,"45 885,00 $"
290411,Bacardi Gold Rum,Spirits,Rum,"Puerto Rico, Region Not Specified",200,8.75,8616,1723200,7539000,"75 390,00 $"
414383,Le Grand Bouqueteau Réserve Chinon 2012,Wine,Red Wine,"France, Loire",750,19.95,2297,1722750,4582515,"45 825,15 $"
399113,Duggans #9 IPA,Beer,Ale,"Canada, Ontario",473,2.75,3635,1719355,999625,"9 996,25 $"
900969,Labatt Crystal,Beer,Lager,"Canada, Ontario",8184,32.95,210,1718640,691950,"6 919,50 $"
204560,Highland Park 12 Years Old Single Malt Scotch Whisky,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",750,74.95,2291,1718250,16025545,"160 255,45 $"
388306,Inniskillin Vidal Icewine,Wine,Icewine,"Canada, Ontario",375,49.95,4582,1718250,22887090,"228 870,90 $"
139980,Bulls Blood Merlot-Keikfrankos,Wine,Red Wine,"Hungary, Region Not Specified",1000,10.5,1718,1718000,1803900,"18 039,00 $"
404202,De Morgenzon Dmz Syrah 2012,Wine,Red Wine,"South Africa, Stellenbosch",750,14.95,2287,1715250,3419065,"34 190,65 $"
329094,Tsantali Makedonikos Dry Red,Wine,Red Wine,"Greece, Region Not Specified",1000,9.94,1713,1713000,1702722,"17 027,22 $"
602730,Wiser's Deluxe Whisky,Spirits,Whisky/Whiskey,"Canada, Region Not Specified",3000,129.94,571,1713000,7419574,"74 195,74 $"
254714,Cutty Sark Scotch Whisky,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",750,25.35,2284,1713000,5789940,"57 899,40 $"
409995,Bisquertt Kissing Rosé 2014,Wine,Rosé Wine,"Chile, Colchagua Valley",750,14.95,2284,1713000,3414580,"34 145,80 $"
365353,Two Oceans Sparkling Sauvignon Blanc,Wine,Sparkling Wine,"South Africa, Region Not Specified",750,12.95,2284,1713000,2957780,"29 577,80 $"
215624,Jack Daniel's Tennessee Whiskey,Spirits,Whisky/Whiskey,"USA, Tennessee",200,9.94,8558,1711600,8506652,"85 066,52 $"
364497,Sebastiani Chardonnay,Wine,White Wine,"USA, California",750,19.85,2278,1708500,4521830,"45 218,30 $"
407627,Bols Pineapple Chipotle,Spirits,Liqueur/Liquor,"Netherlands, Region Not Specified",750,18.75,2278,1708500,4271250,"42 712,50 $"
215392,Singing Moon Semillon Sauvignon Blanc VQA,Wine,White Wine,"Canada, Ontario",750,12.95,2277,1707750,2948715,"29 487,15 $"
333070,Islay Mist Scotch 8 Years Old Scotch Whisky,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",750,29.95,2276,1707000,6816620,"68 166,20 $"
57281,Labbe Francois Cassis,Spirits,Liqueur/Liquor,"France, Region Not Specified",750,24.95,2275,1706250,5676125,"56 761,25 $"
312959,Ketel One,Spirits,Vodka,"Netherlands, Region Not Specified",1750,67.95,975,1706250,6625125,"66 251,25 $"
187013,Silver Point Sauvignon Blanc,Wine,White Wine,"New Zealand, Region Not Specified",750,13.95,2275,1706250,3173625,"31 736,25 $"
513,Mommessin Cuvee St Pierre Rouge,Wine,Red Wine,"France, Region Not Specified",750,7.95,2275,1706250,1808625,"18 086,25 $"
572875,Peter Lehmann Barossa Shiraz,Wine,Red Wine,"Australia, Region Not Specified",750,19.95,2274,1705500,4536630,"45 366,30 $"
356113,Buried Hope Cabernet Sauvignon,Wine,Red Wine,"USA, California",750,19.95,2272,1704000,4078240,"40 782,40 $"
125906,Bacardi 151 Overproof Rum,Spirits,Rum,"Puerto Rico, Region Not Specified",750,44.95,2271,1703250,10208145,"102 081,45 $"
370320,Château Des Charmes Cabernet Sauvignon VQA,Wine,Red Wine,"Canada, Ontario",750,14.95,2271,1703250,3395145,"33 951,45 $"
93666,Monkey Bay Pinot Grigio,Wine,White Wine,"New Zealand, Region Not Specified",750,13.95,2271,1703250,3168045,"31 680,45 $"
334078,The Macallan Amber,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",750,99.95,2270,1702500,22688650,"226 886,50 $"
22384,Chateau de Gourgazaud Minervois Aoc,Wine,Red Wine,"France, Region Not Specified",750,12.95,2268,1701000,2937060,"29 370,60 $"
399568,"Faustino VII Blanco, Rioja",Wine,White Wine,"Spain, Rioja",750,12.65,2267,1700250,2867755,"28 677,55 $"
521963,Chopin Potato Vodka,Spirits,Vodka,"Poland, Region Not Specified",750,49.95,2267,1700250,11323665,"113 236,65 $"
998476,Jim Barry the Lodge Hill Shiraz 2012,Wine,Red Wine,"Australia, South Australia",750,26.95,2266,1699500,6106870,"61 068,70 $"
200584,Konzelmann Pinot Noir VQA,Wine,Red Wine,"Canada, Ontario",750,13.25,2265,1698750,3001125,"30 011,25 $"
609701,Muskoka Lakes Cranberry Wine,Wine,Specialty Wines,"Canada, Region Not Specified",750,15.95,2264,1698000,3611080,"36 110,80 $"
19158,Laphroaig Quarter Cask Single Islay Malt Scotch Whisky,Spirits,Whisky/Whiskey,"United Kingdom, Scotland",750,72.95,2263,1697250,16508585,"165 085,85 $"
125260,Konzelmann Canada Red VQA,Wine,Red Wine,"Canada, Ontario",750,13.25,2263,1697250,2998475,"29 984,75 $"
407924,Gallo Family Vineyards Summer Red,Wine,Red Wine,"USA, California",750,9.94,2257,1692750,2243458,"22 434,58 $"
356147,Criollo Chocolate Sea Salted Caramel Liquor,Spirits,Liqueur/Liquor,"Canada, Region Not Specified",375,19.95,4511,1691625,8999445,"89 994,45 $"
296269,Wellington Imperial Russian Stout,Beer,Ale,"Canada, Ontario",473,3.25,3576,1691448,1162200,"11 622,00 $"
331603,Kendall-Jackson Vintner's Reserve Cabernet Sauvignon 2012,Wine,Red Wine,"USA, California",750,22.95,2255,1691250,5175225,"51 752,25 $"
930966,Rocca Delle Macìe Riserva Chianti Classico 2011,Wine,Red Wine,"Italy, Tuscany",750,22.95,2250,1687500,5163750,"51 637,50 $"
594200,Peninsula Ridge Inox Chardonnay VQA,Wine,White Wine,"Canada, Ontario",750,13.95,2248,1686000,3135960,"31 359,60 $"
212605,Devil's Lair Fifth Leg Shiraz Merlot Cabernet,Wine,Red Wine,"Australia, Region Not Specified",750,16.0,2246,1684500,3593600,"35 936,00 $"
382036,Smirnoff Watermelon Flavoured Vodka,Spirits,Vodka,"Canada, Quebec",750,26.35,2245,1683750,5915575,"59 155,75 $"
386292,2 Gingers Irish Whiskey,Spirits,Whisky/Whiskey,"Ireland, Region Not Specified",750,31.95,2245,1683750,7172775,"71 727,75 $"
388710,Tenuta S. Anna Prosecco Extra-Dry,Wine,Sparkling Wine,"Italy, Veneto",750,16.39,2244,1683000,3677916,"36 779,16 $"
226696,Errazuriz Estate Pinot Noir,Wine,Red Wine,"Chile, Region Not Specified",750,13.95,2244,1683000,3130380,"31 303,80 $"
590182,L.A. Cetto Private Reserve Nebbiolo 2010,Wine,Red Wine,"Mexico, Baja California",750,19.95,2243,1682250,4474785,"44 747,85 $"
615427,James Ready 5.5.,Beer,Lager,"Canada, New Brunswick",4092,19.5,411,1681812,801450,"8 014,50 $"
215897,Harvey's Bristol Cream Sherry,Wine,Fortified Wines,"Spain, Jerez",1000,20.0,1679,1679000,3358000,"33 580,00 $"
568055,Casillero del Diablo Reserva Shiraz,Wine,Red Wine,"Chile, Region Not Specified",750,13.9,2235,1676250,3106650,"31 066,50 $"
211110,Wyborowa Vodka,Spirits,Vodka,"Poland, Region Not Specified",1140,39.15,1470,1675800,5608050,"56 080,50 $"
178541,Batasiolo Barolo DOCG,Wine,Red Wine,"Italy, Piedmont",750,30.0,2234,1675500,6702000,"67 020,00 $"
415117,Hogs Back Ontario Pale Ale,Beer,Ale,"Canada, Ontario",473,2.75,3541,1674893,973775,"9 737,75 $"
381541,Trivento Decopas Sauvignon Blanc,Wine,White Wine,"Argentina, Mendoza",750,11.95,2233,1674750,2445135,"24 451,35 $"
378109,Sartori Valpolicella Classico,Wine,Red Wine,"Italy, Veneto",750,13.95,2231,1673250,3112245,"31 122,45 $"
307751,O'Leary Chardonnay Unoaked VQA,Wine,White Wine,"Canada, Ontario",750,14.95,2230,1672500,3333850,"33 338,50 $"
197988,Château Des Charmes Generation Seven White VQA,Wine,White Wine,"Canada, Ontario",750,13.95,2229,1671750,3109455,"31 094,55 $"
524769,Robert Mondavi Private Selection Merlot,Wine,Red Wine,"USA, California",750,17.95,2225,1668750,3993875,"39 938,75 $"
408658,Santa Carolina Reserva de Familia Cabernet Sauvignon,Wine,Red Wine,"Chile, Maipo Valley",750,18.95,2222,1666500,4210690,"42 106,90 $"
419697,Trafalgar the Mighty Oak,Beer,Ale,"Canada, Ontario",500,4.45,3333,1666500,1483185,"14 831,85 $"
414367,Domaine Les Aphillanthes Plan de Dieu Cuvée Des Galets Côtes Du Rhône-Villages 2011,Wine,Red Wine,"France, Rhône",750,23.95,2220,1665000,5316900,"53 169,00 $"
358903,Alma Mora Cabernet Sauvignon,Wine,Red Wine,"Argentina, Region Not Specified",750,10.8,2219,1664250,2396520,"23 965,20 $"
380303,Smirnoff Blueberry Flavoured Vodka,Spirits,Vodka,"Canada, Quebec",750,26.35,2218,1663500,5844430,"58 444,30 $"
261347,Mastronardi Sangria,Wine,Specialty Wines,"Canada, Ontario",750,9.94,2218,1663500,2204692,"22 046,92 $"
650325,Kim Crawford Pansy! Rosé,Wine,Rosé Wine,"New Zealand, Hawkes Bay",750,17.0,2217,1662750,3768900,"37 689,00 $"
5173,Paarl Five Star Brandy,Spirits,Brandy,"South Africa, Region Not Specified",750,25.35,2217,1662750,5620095,"56 200,95 $"
409979,Maipe Malbec Rosé 2014,Wine,Rosé Wine,"Argentina, Mendoza",750,15.95,2216,1662000,3534520,"35 345,20 $"
301507,Wente Southern Hills Cabernet Sauvignon,Wine,Red Wine,"USA, Region Not Specified",750,17.95,2213,1659750,3972335,"39 723,35 $"
292128,Firestone Cabernet Sauvignon Santa Ynez Valley,Wine,Red Wine,"USA, California",750,19.89,2212,1659000,4399668,"43 996,68 $"
414953,Waterloo Classic Pilsner,Beer,Lager,"Canada, Ontario",473,2.25,3507,1658811,789075,"7 890,75 $"
361022,Caparzo Sangiovese Toscana Igp,Wine,Red Wine,"Italy, Tuscany",750,12.95,2211,1658250,2863245,"28 632,45 $"
486951,Youngs Double Chocolate Stout,Beer,Ale,"United Kingdom, England",500,3.65,3310,1655000,1208150,"12 081,50 $"
228031,Grand Marnier,Spirits,Liqueur/Liquor,"France, Region Not Specified",200,12.95,8270,1654000,10709650,"107 096,50 $"
928028,Fattoria Dei Barbi Brunello Di Montalcino 2009,Wine,Red Wine,"Italy, Tuscany",750,49.95,2205,1653750,11013975,"110 139,75 $"
293134,Paul Mas Estate Cabernet Sauvignon Merlot Nicole Vineyards Pays D'Oc,Wine,Red Wine,"France, South of France",750,13.95,2202,1651500,3071790,"30 717,90 $"
194118,Enzo Vincenzo Valpolicella Ripasso DOC,Wine,Red Wine,"Italy, Region Not Specified",750,15.0,2201,1650750,3301500,"33 015,00 $"
302570,Casillero del Diablo Reserva Sauvignon Blanc,Wine,White Wine,"Chile, Region Not Specified",375,5.9,4399,1649625,2595410,"25 954,10 $"
412338,Sbragia Family Vineyards Home Ranch Merlot 2012,Wine,Red Wine,"USA, California",750,44.95,2199,1649250,9884505,"98 845,05 $"
